institution,date_added,decision,decision_date,decision_day,program,degree,gpa,gre_verbal,gre_quant,gre_awa
San Diego State (SDSU),12 Apr 2018,Wait listed,2018-04-08,Sunday,Statistics,Masters,3.1,158,155,5
San Diego State University (SDSU),11 Apr 2018,Accepted,2018-04-11,Wednesday,Statistics,Masters,3.2,152,161,4
North Carolina State University,11 Apr 2018,Rejected,2018-04-11,Wednesday,Statistics,PhD,3.71,165,166,5
Simon Fraser University (SFU),11 Apr 2018,Wait listed,2018-04-09,Monday,Statistics,PhD,NA,NA,NA,NA
San Diego State University (SDSU),11 Apr 2018,Accepted,2018-04-11,Wednesday,Statistics,Masters,2.84,159,167,4
Iowa Sate University,11 Apr 2018,Accepted,2018-04-09,Monday,A.M. Statistics,PhD,NA,NA,NA,NA
University Of North Carolina Chapel Hill (UNC),11 Apr 2018,Rejected,2018-04-11,Wednesday,Operation And Statistics,PhD,NA,NA,NA,NA
University Of North Carolina Chapel Hill,11 Apr 2018,Rejected,2018-04-11,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of North Carolina Chapel Hill (UNC),11 Apr 2018,Rejected,2018-04-11,Wednesday,Statistics And Operations Research,PhD,3.4,159,160,4.5
Indiana University (Bloomington),11 Apr 2018,Accepted,2018-04-05,Thursday,Statistics,Masters,3.4,159,160,4.5
University Of North Carolina Chapel Hill,11 Apr 2018,Rejected,2018-04-11,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
University Of Notre Dame (UND),11 Apr 2018,Rejected,2018-03-30,Friday,Statistics,PhD,3.4,159,160,4.5
"University Of North Carolina, Chapel Hill",11 Apr 2018,Rejected,2018-04-11,Wednesday,Statistics,PhD,NA,NA,NA,NA
Miami University (of Ohio),11 Apr 2018,Other,2018-04-11,Wednesday,Statistics,Masters,NA,NA,NA,NA
"University Of Maryland, College Park",11 Apr 2018,Other,2018-04-11,Wednesday,AMSC (Applied Mathematics & Statistics And Scientific Computation),PhD,NA,NA,NA,NA
Boston University,11 Apr 2018,Other,2018-04-11,Wednesday,Applied Mathematics And Statistics,PhD,NA,NA,NA,NA
University Of Waterloo,11 Apr 2018,Rejected,2018-04-11,Wednesday,MMath In Statistics - Data Science,Masters,NA,NA,NA,NA
McMaster Univeresity,11 Apr 2018,Other,2018-04-11,Wednesday,AMS(Applied Mathematics & Statistics),Masters,3.2,0,167,0
University Of Notre Dame,11 Apr 2018,Accepted,2018-04-11,Wednesday,Applied And Computational Mathematics And Statistics (ACMS),PhD,NA,NA,NA,NA
Northwestern University,10 Apr 2018,Wait listed,2018-04-10,Tuesday,Statistics,PhD,NA,NA,NA,NA
Iowa State Uniisity,10 Apr 2018,Wait listed,2018-04-10,Tuesday,A.M. Statistics,PhD,NA,NA,NA,NA
University Of Arkansas - Fayetteville,10 Apr 2018,Other,2018-04-10,Tuesday,Statistics And Analytics,Masters,NA,NA,NA,NA
Miami University (of Ohio),10 Apr 2018,Accepted,2018-02-10,Saturday,A.M Statistics,Masters,NA,NA,NA,NA
Kansas State University,10 Apr 2018,Accepted,2018-02-05,Monday,A.M. Statistics,Masters,NA,NA,NA,NA
University Of North Carolina Chapel Hill (UNC),10 Apr 2018,Rejected,2018-04-10,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
University Of Oxford,10 Apr 2018,Accepted,2018-04-10,Tuesday,Statistics,PhD,NA,NA,NA,NA
Iowa State University,10 Apr 2018,Accepted,2018-04-09,Monday,Statistics,PhD,3.41,162,164,5
Colorado State University (CSU),10 Apr 2018,Rejected,2018-04-10,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
University Of Nebraska - Lincoln (UNL),10 Apr 2018,Accepted,2018-04-10,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
Univerity Of Waterloo,9 Apr 2018,Rejected,2018-04-09,Monday,Statistics,PhD,NA,NA,NA,NA
Simon Fraser University,9 Apr 2018,Wait listed,2018-04-09,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Toronto,9 Apr 2018,Other,2018-04-09,Monday,A.M. Statistics,Masters,NA,NA,NA,NA
Florida Stae University (FSU),9 Apr 2018,Accepted,2018-03-09,Friday,A.M Statistics,PhD,NA,NA,NA,NA
University Of Toronto,9 Apr 2018,Other,2018-04-09,Monday,A.M Statistics,Masters,NA,NA,NA,NA
University Of Nebraska - Lincoln (UNL),9 Apr 2018,Accepted,2018-03-29,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Maryland - Baltimore County (UMBC),9 Apr 2018,Accepted,2018-03-23,Friday,Apliied Mathematics And Statistics,PhD,NA,NA,NA,NA
University Of Toronto,9 Apr 2018,Other,2018-04-09,Monday,A.M Statistics,Masters,NA,NA,NA,NA
Illinois At Urbana-Champaign (UIUC),9 Apr 2018,Accepted,2018-04-02,Monday,A.M Statistics,PhD,3.58,150,170,3.5
Florida State University,9 Apr 2018,Accepted,2018-03-09,Friday,Statistics,PhD,NA,152,170,4
University Of Maryland - College Park (UMD),9 Apr 2018,Rejected,2018-04-06,Friday,AMSC (Applied Mathematics & Statistics And Scientific Computation),PhD,NA,NA,NA,NA
Boston University (BU),8 Apr 2018,Rejected,2018-04-08,Sunday,A.M Statistics,Masters,NA,NA,NA,NA
Carnegie Mellon University (CMU),8 Apr 2018,Wait listed,2018-04-08,Sunday,Statistics,PhD,NA,NA,NA,NA
UC Davis,8 Apr 2018,Other,2018-03-15,Thursday,A.M Statistics,PhD,NA,NA,NA,NA
UC Davis,8 Apr 2018,Other,2018-04-08,Sunday,Statistics,PhD,NA,NA,NA,NA
UC Davis,7 Apr 2018,Other,2018-04-07,Saturday,Statistics,PhD,NA,NA,NA,NA
UC Davis,7 Apr 2018,Other,2018-04-07,Saturday,Statistics,PhD,NA,NA,NA,NA
University Of Washington (Seattle),7 Apr 2018,Accepted,2018-04-07,Saturday,A.M Statistics,PhD,NA,159,168,4.5
New York University ( NYU ),7 Apr 2018,Rejected,2018-04-07,Saturday,A.M Statistics,PhD,NA,NA,NA,NA
McMaster University,7 Apr 2018,Other,2018-04-07,Saturday,Applied Statistics,Masters,NA,NA,NA,NA
"(University Of California, Los Angeles (UCLA)",6 Apr 2018,Wait listed,2018-04-06,Friday,Statistics,Masters,NA,NA,NA,NA
"(University Of California, Los Angeles (UCLA)",6 Apr 2018,Other,2018-04-06,Friday,Master Of Applied Statistics,Masters,NA,NA,NA,NA
University Of Toronto,6 Apr 2018,Other,2018-04-06,Friday,A.M Statistics,Masters,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",6 Apr 2018,Accepted,2018-03-05,Monday,Statistics,Masters,3.92,155,170,3.5
UC Berkeley,6 Apr 2018,Accepted,2018-02-28,Wednesday,A.M. Statistics,Masters,3.92,155,170,3.5
"(University Of California, Los Angeles (UCLA)",6 Apr 2018,Accepted,2018-04-06,Friday,A.M Statistics,Masters,NA,NA,NA,NA
Yale University,6 Apr 2018,Other,2018-04-06,Friday,A.M Statistics,Other,NA,NA,NA,NA
"(University Of California, Los Angeles (UCLA)",6 Apr 2018,Other,2018-04-06,Friday,A.M Statistics,Masters,NA,NA,NA,NA
UC Berkeley,6 Apr 2018,Rejected,2018-04-06,Friday,Statistics,Masters,3.96,161,168,3.5
University Of Western Ontario,6 Apr 2018,Rejected,2018-04-06,Friday,A.M Statistics,Masters,NA,NA,NA,NA
UC Berkeley (UCB),6 Apr 2018,Rejected,2018-04-06,Friday,A.M Statistics,Masters,NA,NA,NA,NA
Waterloo,5 Apr 2018,Other,2018-04-05,Thursday,MMath In Statistics - Data Science,Masters,NA,NA,NA,NA
Iowa State University,5 Apr 2018,Other,2018-04-05,Thursday,A.M Statistics,Masters,NA,NA,NA,NA
Iowa State University,5 Apr 2018,Other,2018-04-05,Thursday,Statistics,Masters,NA,NA,NA,NA
UC Berkeley,5 Apr 2018,Other,2018-04-05,Thursday,A.M Statistics,Masters,NA,NA,NA,NA
Rice Univeristy,5 Apr 2018,Accepted,2018-04-05,Thursday,Statistics,Masters,NA,NA,NA,NA
University Of Washington (Seattle),5 Apr 2018,Rejected,2018-04-04,Wednesday,A.M Statistics,Masters,NA,NA,NA,NA
Iowa State University,4 Apr 2018,Wait listed,2018-04-04,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
Waterloo,4 Apr 2018,Other,2018-04-04,Wednesday,MMath Statistics,Masters,NA,NA,NA,NA
University Of Waterloo,4 Apr 2018,Other,2018-04-04,Wednesday,MMath Statistics,Masters,NA,NA,NA,NA
Iowa State University,4 Apr 2018,Other,2018-04-04,Wednesday,A.M Statistics,Masters,NA,NA,NA,NA
University Of Chicago,4 Apr 2018,Rejected,2018-04-02,Monday,Statistics,PhD,3.15,96,91,4
Sam Houston State Univeristy,4 Apr 2018,Accepted,2018-04-04,Wednesday,A.M. Statistics,Masters,NA,NA,NA,NA
University Of North Carolina Chapel Hill,4 Apr 2018,Wait listed,2018-03-20,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
Yale Univeristy,4 Apr 2018,Wait listed,2018-04-04,Wednesday,Statistics,PhD,NA,NA,NA,NA
Cornell University,3 Apr 2018,Wait listed,2018-04-03,Tuesday,"Applied Statistics, MPS",Masters,NA,NA,NA,NA
Cornell,3 Apr 2018,Other,2018-04-03,Tuesday,Statistics,Masters,NA,NA,NA,NA
Cornell Uniersity,2 Apr 2018,Other,2018-04-02,Monday,"Applied Statistics, MPS",Masters,NA,NA,NA,NA
Cornell University,2 Apr 2018,Rejected,2018-04-02,Monday,"Applied Statistics, MPS",Masters,3.62,159,167,4
Cornell University,2 Apr 2018,Rejected,2018-04-02,Monday,Statistics,Masters,NA,165,167,5
University Of Waterloo (Canada),2 Apr 2018,Other,2018-04-02,Monday,MMath Statistics,Masters,NA,NA,NA,NA
University Of Waterloo,2 Apr 2018,Rejected,2018-03-26,Monday,MMath Statistics,Masters,NA,NA,NA,NA
University Of Western Ontario (Western University),2 Apr 2018,Other,2018-04-02,Monday,A.M. Statistics,Other,NA,NA,NA,NA
Univerity Of Waterloo,1 Apr 2018,Other,2018-04-01,Sunday,MMath Statistics,Masters,3.3,149,170,4
UC Berkeley (UCB),31 Mar 2018,Other,2018-03-31,Saturday,A.M Statistics,Masters,NA,NA,NA,NA
UC Berkeley (UCB),31 Mar 2018,Other,2018-03-31,Saturday,A.M Statistics,Masters,NA,NA,NA,NA
San Diego State University,31 Mar 2018,Other,2018-03-31,Saturday,Statistics,Masters,2.84,159,167,4
University Of Pittsburgh (UPitt),31 Mar 2018,Other,2018-03-31,Saturday,A.M Statistics,PhD,NA,NA,NA,NA
(University Of Virginia) UVA,31 Mar 2018,Other,2018-03-31,Saturday,A.M Statistics,PhD,NA,NA,NA,NA
Cornell University,30 Mar 2018,Other,2018-03-30,Friday,Statistics,Masters,NA,NA,NA,NA
Cornell University,30 Mar 2018,Other,2018-03-30,Friday,"MPS ,statistics",Masters,NA,NA,NA,NA
Cornell University,30 Mar 2018,Other,2018-03-30,Friday,Applied Statistics MPS,Masters,NA,NA,NA,NA
Cornell University,30 Mar 2018,Rejected,2018-03-30,Friday,Applied Statistics MPS,Masters,3.6,150,170,3
Cambridge University (UK),30 Mar 2018,Other,2018-03-30,Friday,MASt Mathematical Statistics Part III Of Tripos,Masters,NA,NA,NA,NA
California Institue Of Technology (Caltech),30 Mar 2018,Rejected,2018-03-29,Thursday,AMS(Applied Mathematics & Statistics),PhD,3.92,169,160,6
Ohio State University,30 Mar 2018,Accepted,2018-03-30,Friday,Statistics,PhD,NA,NA,NA,NA
Cornell University,29 Mar 2018,Accepted,2018-03-29,Thursday,"Applied Statistics, MPS",Masters,NA,NA,NA,NA
"(University Of California, Los Angeles UCLA)",29 Mar 2018,Accepted,2018-03-29,Thursday,Master Of Applied Statistics,Masters,NA,NA,NA,NA
Cornell University,29 Mar 2018,Accepted,2018-03-29,Thursday,"Applied Statistics, MPS",Masters,3.78,161,170,4
University Of Waterloo,29 Mar 2018,Other,2018-03-29,Thursday,MMath In Statistics,Masters,NA,NA,NA,NA
University Of New Hampshire,29 Mar 2018,Accepted,2018-03-29,Thursday,A.M Statistics,Masters,NA,NA,NA,NA
Waterloo,29 Mar 2018,Other,2018-03-29,Thursday,MMath Statistics,Masters,NA,NA,NA,NA
Rutgers (New Brunswick),29 Mar 2018,Rejected,2018-03-27,Tuesday,A.M Statistics,PhD,3.79,160,168,3.5
University Of Toronto,29 Mar 2018,Rejected,2018-03-29,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of North Carolina Chapel Hill (UNC),28 Mar 2018,Other,2018-03-28,Wednesday,Interdisciplinary Statistics And Operations Research (INSTORE),Masters,NA,NA,NA,NA
University Of North Carolina Chapel Hill (UNC),28 Mar 2018,Rejected,2018-03-28,Wednesday,Interdisciplinary Statistics And Operations Research (INSTORE),Masters,NA,NA,NA,NA
JHU (Johns Hopkins University),28 Mar 2018,Rejected,2018-03-27,Tuesday,AMS(Applied Mathematics & Statistics),PhD,3.8,159,163,4
University Of Maryland - College Park (UMD),28 Mar 2018,Other,2018-03-28,Wednesday,"AMSC (Applied Mathematics, Statistics, Computation)",PhD,NA,NA,NA,NA
University Of Maryland - College Park (UMD),28 Mar 2018,Accepted,2018-03-28,Wednesday,AMSC (Applied Mathematics & Statistics And Scientific Computation),PhD,NA,NA,NA,NA
"Ohio State Uiversity (OSU), Columbus",28 Mar 2018,Rejected,2018-03-28,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
Wake Forest University,28 Mar 2018,Accepted,2018-03-05,Monday,A.M Statistics,Masters,3.71,165,166,5
"University Of Michigan, Ann Arbor",28 Mar 2018,Accepted,2018-03-27,Tuesday,Applied Statistics,Masters,NA,NA,NA,NA
Purdue University,27 Mar 2018,Wait listed,2018-03-27,Tuesday,Statistics,PhD,NA,NA,NA,NA
Rutgers (New Brunswick),27 Mar 2018,Rejected,2018-03-27,Tuesday,Statistics,PhD,NA,NA,NA,NA
"(University Of California, Los Angeles UCLA)",27 Mar 2018,Accepted,2018-03-27,Tuesday,Master Of Applied Statistics,Masters,3.48,158,165,4
Cornell University,27 Mar 2018,Accepted,2018-03-27,Tuesday,Applied Statistics MPS,Masters,3.65,161,166,4.5
"University Of North Carolina, Chapel Hill (UNC)",27 Mar 2018,Wait listed,2018-03-27,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of North Carolina Chapel Hill (UNC),27 Mar 2018,Other,2018-03-27,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
Rutgers,27 Mar 2018,Rejected,2018-03-27,Tuesday,Statistics,PhD,NA,NA,NA,NA
JHU (Johns Hopkins University),27 Mar 2018,Rejected,2018-03-27,Tuesday,Applied Math & Statistics (AMS),PhD,3.8,166,166,4
University Of North Carolina Chapel Hill (UNC),27 Mar 2018,Other,2018-03-27,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
"University Of North Carolina, Chapel Hill (UNC)",27 Mar 2018,Wait listed,2018-02-27,Tuesday,Statistics,PhD,NA,NA,NA,NA
Rutgers (New Brunswick),27 Mar 2018,Rejected,2018-03-27,Tuesday,A.M. Statistics,PhD,NA,NA,NA,NA
Ohio State (OSU),27 Mar 2018,Rejected,2018-03-27,Tuesday,A.M Statistics,Masters,3.56,165,158,3
Ohio State Uiversity,27 Mar 2018,Rejected,2018-03-27,Tuesday,Statistics,Masters,3.8,161,163,4
Cornell University,26 Mar 2018,Other,2018-03-26,Monday,"Applied Statistics, MPS",Masters,NA,NA,NA,NA
University Of British Columbia,26 Mar 2018,Rejected,2018-03-19,Monday,Statistics,PhD,NA,160,157,3.5
Cornell University,26 Mar 2018,Accepted,2018-03-26,Monday,Applied Statistics MPS,Masters,3.76,158,167,3.5
"(University Of California, Los Angeles (UCLA)",26 Mar 2018,Accepted,2018-03-26,Monday,Master Of Applied Statistics,Masters,3.9,162,169,4.5
Northwestern University,26 Mar 2018,Wait listed,2018-03-26,Monday,A.M Statistics,PhD,NA,NA,NA,NA
Northwestern University,26 Mar 2018,Other,2018-03-26,Monday,Statistics,PhD,NA,NA,NA,NA
UC Davis,26 Mar 2018,Accepted,2018-03-21,Wednesday,Statistics,Masters,3.96,161,168,3.5
University Of British Columbia (UBC),25 Mar 2018,Rejected,2018-03-22,Thursday,Statistics (Biostatistics),Masters,NA,NA,NA,NA
UC Berkeley,25 Mar 2018,Other,2018-03-25,Sunday,A.M Statistics,Masters,NA,NA,NA,NA
University Of Chicago,25 Mar 2018,Accepted,2018-03-25,Sunday,A.M Statistics,Masters,3.8,157,170,0
UChicago,25 Mar 2018,Wait listed,2018-03-25,Sunday,A.M Statistics,Masters,NA,NA,NA,NA
McMaster University,25 Mar 2018,Other,2018-03-25,Sunday,A.M Statistics,Masters,NA,NA,NA,NA
University Of Cambridge,25 Mar 2018,Accepted,2018-03-23,Friday,Mathematical Statistics (Part III Of Mathematical Tripos),Masters,NA,NA,NA,NA
McMaster Univeresity,24 Mar 2018,Other,2018-03-24,Saturday,Applied Statistics,Masters,NA,NA,NA,NA
UC Berkeley (UCB),24 Mar 2018,Other,2018-03-24,Saturday,Statistics,Masters,NA,NA,NA,NA
University Of Minnesota - Twin Cities (UMN),24 Mar 2018,Wait listed,2018-03-22,Thursday,A.M Statistics,Masters,3.67,152,170,3
Imperial College London,24 Mar 2018,Accepted,2018-02-28,Wednesday,MSc Statistics,Masters,NA,NA,NA,NA
"UCSD (University Of California, San Diego)",24 Mar 2018,Accepted,2018-03-24,Saturday,A.M Statistics,Masters,NA,NA,NA,NA
JHU (Johns Hopkins University),24 Mar 2018,Accepted,2018-03-22,Thursday,AMS(Applied Mathematics & Statistics),Masters,3.93,160,166,0
State University New York (SUNY) Stony Brook) Stony Brook,24 Mar 2018,Accepted,2018-03-23,Friday,Applied Mathematics And Statistics,Masters,NA,NA,NA,NA
University Of Minnesota - Twin Cities (UMN),24 Mar 2018,Rejected,2018-03-23,Friday,A.M Statistics,Masters,NA,NA,NA,NA
"University Of Michigan, Ann Arbor (Umich)",24 Mar 2018,Rejected,2018-03-03,Saturday,Applied Statistics,Masters,3.85,154,167,3
JHU (Johns Hopkins University),23 Mar 2018,Accepted,2018-03-22,Thursday,Applied Mathematics And Statistics,Masters,3.35,166,170,5
University Of South Carolina (Columbia),23 Mar 2018,Accepted,2018-03-23,Friday,A.M Statistics,Masters,NA,NA,NA,NA
Cornell University,23 Mar 2018,Other,2018-03-23,Friday,Applied Statistics MPS,Masters,NA,NA,NA,NA
"(University Of California, Los Angeles (UCLA)",23 Mar 2018,Accepted,2018-03-23,Friday,Master Of Applied Statistics,Masters,3.72,157,169,5
Cornell University,23 Mar 2018,Rejected,2018-03-23,Friday,"Applied Statistics, MPS",Masters,3.57,162,168,4.5
Simon Fraser University,23 Mar 2018,Rejected,2018-03-23,Friday,A.M Statistics,Masters,NA,NA,NA,NA
(UGA) University Of Georgia,23 Mar 2018,Accepted,2018-02-15,Thursday,A.M Statistics,Masters,NA,NA,NA,NA
Northwestern University,23 Mar 2018,Rejected,2018-03-23,Friday,A.M Statistics,PhD,NA,NA,NA,NA
Simon Fraser University (SFU),23 Mar 2018,Rejected,2018-03-23,Friday,A.M Statistics,Masters,NA,NA,NA,NA
"Indiana Univerity-Purdue University, Indianapolis (IUPUI)",23 Mar 2018,Accepted,2018-03-23,Friday,Applied Statistics,Masters,NA,NA,NA,NA
Carneige Mellon University (CMU),23 Mar 2018,Rejected,2018-03-23,Friday,A.M Statistics,Masters,NA,NA,NA,NA
Columbia Univerisity,23 Mar 2018,Accepted,2018-03-19,Monday,A.M Statistics,Masters,NA,NA,NA,NA
Northwestern University,23 Mar 2018,Accepted,2018-03-23,Friday,Statistics,PhD,NA,NA,NA,NA
UCL (University College London),23 Mar 2018,Rejected,2018-03-23,Friday,Statistics,Masters,NA,NA,NA,NA
Simon Fraser University (SFU),23 Mar 2018,Rejected,2018-03-23,Friday,A.M Statistics,Masters,NA,NA,NA,NA
Northwestern University,23 Mar 2018,Rejected,2018-03-23,Friday,A.M Statistics,PhD,3.51,150,170,3.5
Rutgers (New Brunswick),22 Mar 2018,Accepted,2018-03-06,Tuesday,Data Science; Statistics Track,Masters,NA,NA,NA,NA
Carnagie Mellon University (CMU),22 Mar 2018,Rejected,2018-03-22,Thursday,A.M Statistics,Masters,NA,NA,NA,NA
University Of Texas At Austin,22 Mar 2018,Rejected,2018-03-12,Monday,Statistics,PhD,3.4,160,169,4.5
University Of Cambridge,22 Mar 2018,Accepted,2018-03-22,Thursday,Mathematical Statistics (Part III Of Mathematical Tripos),Masters,NA,NA,NA,NA
University Of Minnesota - Twin Cities (UMN),22 Mar 2018,Wait listed,2018-03-22,Thursday,Statistics,Masters,3.8,161,163,4
Duke University,22 Mar 2018,Other,2018-03-22,Thursday,A.M Statistics,Masters,NA,NA,NA,NA
Duke University,22 Mar 2018,Other,2018-03-22,Thursday,A.M Statistics,Masters,NA,NA,NA,NA
University Of California Berkeley (UCB),22 Mar 2018,Other,2018-03-22,Thursday,A.M Statistics,Masters,NA,NA,NA,NA
University Of Pittsburgh,22 Mar 2018,Wait listed,2018-03-22,Thursday,A.M Statistics,PhD,NA,NA,NA,NA
JHU (Johns Hopkins University),22 Mar 2018,Accepted,2018-03-22,Thursday,Applied Statistics,Masters,3.98,159,170,4.5
NC State (North Carolina State),22 Mar 2018,Wait listed,2018-01-30,Tuesday,A.M Statistics,PhD,NA,NA,NA,NA
University Of Waterloo,22 Mar 2018,Other,2018-03-22,Thursday,MMath In Statistics,Masters,NA,NA,NA,NA
University Of Pittsburgh,22 Mar 2018,Accepted,2018-03-03,Saturday,A.M Statistics,PhD,NA,NA,NA,NA
University Of WisconsinMadison (UW Madison),22 Mar 2018,Other,2018-03-22,Thursday,Statistics,Masters,NA,NA,NA,NA
Waterloo,22 Mar 2018,Other,2018-03-22,Thursday,MMath Statistics,PhD,NA,NA,NA,NA
University Of Waterloo (Canada),22 Mar 2018,Other,2018-03-22,Thursday,MMath Statistics,Masters,NA,NA,NA,NA
Duke University,22 Mar 2018,Accepted,2018-03-22,Thursday,Statistics,Masters,NA,NA,NA,NA
University Of North Carolina Chapel Hill,22 Mar 2018,Other,2018-03-22,Thursday,Apliied Mathematics And Statistics,Masters,3.4,146,166,3
Iowa State University,22 Mar 2018,Accepted,2018-03-21,Wednesday,Statistics,PhD,NA,NA,NA,NA
McGill,21 Mar 2018,Other,2018-03-21,Wednesday,Statistics Msc,Masters,NA,NA,NA,NA
Duke University,21 Mar 2018,Wait listed,2018-03-21,Wednesday,A.M Statistics,Masters,NA,NA,NA,NA
Cambridge University (UK),21 Mar 2018,Rejected,2018-03-21,Wednesday,MASt Mathematical Statistics Part III Of Tripos,Masters,NA,NA,NA,NA
Kansas State,21 Mar 2018,Wait listed,2018-03-21,Wednesday,A.M Statistics,Masters,NA,NA,NA,NA
University Of Pittsburgh,21 Mar 2018,Wait listed,2018-03-21,Wednesday,Statistics,PhD,NA,NA,NA,NA
Kansas State,21 Mar 2018,Other,2018-03-21,Wednesday,A.M Statistics,Masters,NA,NA,NA,NA
Boston University (BU),21 Mar 2018,Accepted,2018-03-21,Wednesday,MA In Statistics,Masters,NA,NA,NA,NA
University Of Chicago,21 Mar 2018,Wait listed,2018-03-21,Wednesday,Statistics,PhD,NA,NA,NA,NA
"UCSD (University Of California, San Diego)",21 Mar 2018,Accepted,2018-03-20,Tuesday,A.M Statistics,Masters,NA,155,170,3.5
NCSU (North Carolina State University) (NC State),21 Mar 2018,Other,2018-03-21,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",21 Mar 2018,Other,2018-03-21,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",21 Mar 2018,Other,2018-03-21,Wednesday,A.M Statistics,PhD,NA,NA,NA,NA
UCL (University College London),20 Mar 2018,Accepted,2018-03-20,Tuesday,Computational Statistics And Machine Learning,Masters,4,168,157,3.5
Boston University (BU),20 Mar 2018,Other,2018-03-20,Tuesday,A.M. Statistics,PhD,NA,NA,NA,NA
Boston University (BU),20 Mar 2018,Accepted,2018-03-20,Tuesday,Mathematics And Statistics,PhD,NA,NA,NA,NA
University Of Waterloo (Canada),20 Mar 2018,Other,2018-03-20,Tuesday,MMath Statistics,Masters,NA,NA,NA,NA
Loyola Chicago,20 Mar 2018,Other,2018-03-20,Tuesday,Applied Statistics,Masters,NA,NA,NA,NA
University Of Ottawa,20 Mar 2018,Accepted,2018-03-20,Tuesday,Mathematics And Statistics,Masters,NA,NA,NA,NA
San Diego State (SDSU),20 Mar 2018,Accepted,2018-03-17,Saturday,Statistics,Masters,3.1,164,155,3.5
University Of British Columbia (UBC),19 Mar 2018,Rejected,2018-03-19,Monday,Statistics,PhD,NA,NA,NA,NA
Columbia Uniersity,19 Mar 2018,Accepted,2018-03-19,Monday,A.M Statistics,Masters,3.5,167,150,3.5
Columbia University,19 Mar 2018,Accepted,2018-03-19,Monday,A.M Statistics,Masters,NA,NA,NA,NA
University Of Cambridge (UK),19 Mar 2018,Rejected,2018-03-19,Monday,MASt Mathematical Statistics Part III Of Tripos,Masters,NA,NA,NA,NA
University Of Massachusetts Amherst,18 Mar 2018,Wait listed,2018-03-14,Wednesday,Mathematics And Statistics,Masters,NA,NA,NA,NA
"University of California, Los Angeles",18 Mar 2018,Other,2018-03-18,Sunday,A.M Statistics,Masters,NA,NA,NA,NA
Colorado State University - Fort Collins,18 Mar 2018,Other,2018-03-18,Sunday,A.M Statistics,PhD,NA,NA,NA,NA
University Of Edinburgh,17 Mar 2018,Accepted,2018-03-12,Monday,Statistics With Data Science,Masters,NA,NA,NA,NA
(University Of California Davis,17 Mar 2018,Accepted,2018-03-16,Friday,A.M Statistics,PhD,NA,NA,NA,NA
JHU (Johns Hopkins),16 Mar 2018,Accepted,2018-03-16,Friday,AMS(Applied Mathematics & Statistics),PhD,3.6,0,0,0
UC Berkeley,16 Mar 2018,Accepted,2018-03-16,Friday,Statistics,Masters,NA,NA,NA,NA
JHU (Johns Hopkins University),16 Mar 2018,Accepted,2018-03-16,Friday,Applied Mathematics And Statistics,PhD,NA,NA,NA,NA
"University Of Nevada, Reno",16 Mar 2018,Accepted,2018-03-16,Friday,Statistics And Data Science,PhD,NA,NA,NA,NA
Simon Fraser University,16 Mar 2018,Other,2018-03-16,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Missouri Columbia (Mizzou),16 Mar 2018,Accepted,2018-03-12,Monday,Statistics,Masters,NA,NA,NA,NA
UC Berkeley,16 Mar 2018,Accepted,2018-03-16,Friday,A.M Statistics,Masters,NA,159,167,5
University Of Western Ontario (Western University),16 Mar 2018,Other,2018-03-16,Friday,Statistics,Masters,NA,NA,NA,NA
University Of Waterloo,16 Mar 2018,Accepted,2018-03-15,Thursday,Statistics,Masters,NA,NA,NA,NA
Northwestern University,16 Mar 2018,Other,2018-03-16,Friday,Statistics,PhD,NA,NA,NA,NA
Northwestern University,16 Mar 2018,Other,2018-03-16,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Maryland - College Park (UMD),15 Mar 2018,Accepted,2018-03-15,Thursday,AMSC (Applied Mathematics & Statistics And Scientific Computation),PhD,NA,NA,NA,NA
Northwestern Uniersity,15 Mar 2018,Other,2018-03-15,Thursday,A.M. Statistics,PhD,NA,NA,NA,NA
University Of Waterloo,15 Mar 2018,Other,2018-03-15,Thursday,A.M Statistics,Masters,NA,NA,NA,NA
Northwestern University,15 Mar 2018,Rejected,2018-03-15,Thursday,Statistics,PhD,NA,NA,NA,NA
Duke University,15 Mar 2018,Wait listed,2018-03-14,Wednesday,A.M Statistics,Masters,NA,NA,NA,NA
Boston University,14 Mar 2018,Accepted,2018-02-23,Friday,Mathematics & Statistics,PhD,3.9,166,139,3.5
