institution,date_added,decision,decision_date,decision_day,program,degree,gpa,gre_verbal,gre_quant,gre_awa
University Of North Carolina,28 Mar 2019,Wait listed,2019-03-12,Tuesday,Statistics,PhD,3.75,160,165,4.5
University Of Washington (Seattle),27 Mar 2019,Wait listed,2019-03-14,Thursday,Statistics,PhD,NA,NA,NA,NA
Oregon State University,27 Mar 2019,Accepted,2019-02-14,Thursday,Statistics,PhD,3.95,162,166,5
"University Of Californa, Los Angeles (UCLA)",27 Mar 2019,Rejected,2019-03-27,Wednesday,Statistics,PhD,3.95,162,166,5
University Of Arizona,27 Mar 2019,Accepted,2019-02-25,Monday,Statistics,PhD,3.95,162,166,5
Arizona State University,27 Mar 2019,Accepted,2019-01-07,Monday,Statistics,PhD,3.95,162,166,5
University Of Michigan,27 Mar 2019,Other,2019-03-27,Wednesday,Statistics,PhD,NA,NA,NA,NA
"University Of Californa, Los Angeles (UCLA)",27 Mar 2019,Rejected,2019-03-27,Wednesday,Statistics,PhD,NA,NA,NA,NA
Florida State University (FSU),27 Mar 2019,Accepted,2019-03-27,Wednesday,Statistics,Masters,NA,NA,NA,NA
University Of Virginia,27 Mar 2019,Wait listed,2019-03-26,Tuesday,Statistics,PhD,NA,NA,NA,NA
Johns Hopkins University,27 Mar 2019,Other,2019-03-27,Wednesday,Statistics,PhD,NA,NA,NA,NA
"University Of Californa, Los Angeles (UCLA)",27 Mar 2019,Rejected,2019-03-27,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Texas At Austin,27 Mar 2019,Rejected,2019-03-10,Sunday,Statistics,PhD,NA,NA,NA,NA
"University Of California, Davis",27 Mar 2019,Rejected,2019-03-18,Monday,Statistics,PhD,NA,NA,NA,NA
"University Of California, Berkeley",27 Mar 2019,Rejected,2019-03-26,Tuesday,Statistics,Masters,NA,NA,NA,NA
UMass-Amherst,27 Mar 2019,Other,2019-03-27,Wednesday,Statistics,Masters,NA,NA,NA,NA
University Of Waterloo,27 Mar 2019,Accepted,2019-03-13,Wednesday,Statistics,Masters,NA,NA,NA,NA
"University Of Californa, Los Angeles (UCLA)",27 Mar 2019,Rejected,2019-03-27,Wednesday,Statistics,PhD,NA,NA,NA,NA
"University Of Californa, Los Angeles (UCLA)",27 Mar 2019,Rejected,2019-03-27,Wednesday,Statistics,PhD,3.92,152,170,3.5
"University Of Californa, Los Angeles (UCLA)",27 Mar 2019,Rejected,2019-03-27,Wednesday,Statistics,PhD,3.92,152,170,3.5
Johns Hopkins University,27 Mar 2019,Other,2019-03-27,Wednesday,Statistics,PhD,NA,154,164,4
"University Of California, Berkeley",26 Mar 2019,Rejected,2019-03-27,Wednesday,Applied Statistics,Masters,NA,NA,NA,NA
"University Of California, Berkeley",26 Mar 2019,Rejected,2019-03-27,Wednesday,Statistics,PhD,NA,NA,NA,NA
Johns Hopkins University,26 Mar 2019,Other,2019-03-27,Wednesday,Statistics,PhD,NA,NA,NA,NA
"University Of California, Berkeley",26 Mar 2019,Rejected,2019-03-26,Tuesday,Statistics,Masters,3.9,160,169,4
University Of Michigan,26 Mar 2019,Other,2019-03-27,Wednesday,Statistics,PhD,NA,NA,NA,NA
Columbia University,26 Mar 2019,Other,2019-03-26,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Virginia,26 Mar 2019,Wait listed,2019-03-26,Tuesday,Statistics,PhD,3.37,160,166,4
UMass-Amherst,26 Mar 2019,Accepted,2019-03-26,Tuesday,Statistics,Masters,3.37,160,166,4
University Of Georgia,26 Mar 2019,Accepted,2019-03-25,Monday,Statistics,Masters,NA,NA,NA,NA
University Of Warwick,26 Mar 2019,Accepted,2019-03-26,Tuesday,Statistics,Masters,NA,NA,NA,NA
Imperial College London,26 Mar 2019,Accepted,2019-03-26,Tuesday,Statistics (Theory And Methods),Masters,NA,NA,NA,NA
University Of Michigan,26 Mar 2019,Other,2019-03-26,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,26 Mar 2019,Rejected,2019-03-26,Tuesday,Statistics,PhD,NA,NA,NA,NA
Stanford University,26 Mar 2019,Rejected,2019-03-08,Friday,Statistics: Data Science,Masters,3.8,168,170,4
Columbia University,26 Mar 2019,Wait listed,2019-03-26,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Toronto,26 Mar 2019,Other,2019-03-26,Tuesday,Statistics,Masters,NA,NA,NA,NA
Columbia University,25 Mar 2019,Rejected,2019-03-26,Tuesday,Statistics,Masters,NA,NA,NA,NA
University Of Chicago,25 Mar 2019,Rejected,2019-03-12,Tuesday,Statistics,PhD,3.9,165,164,5
University Of Washington,25 Mar 2019,Rejected,2019-03-14,Thursday,Statistics,PhD,3.9,165,164,5
Columbia University,25 Mar 2019,Accepted,2019-03-22,Friday,Statistics,Masters,NA,NA,NA,NA
University Of North Carolina Chapel Hill (UNC),25 Mar 2019,Other,2019-03-13,Wednesday,Statistics And Operations Research (STOR),PhD,NA,NA,NA,NA
UC Berkeley,25 Mar 2019,Accepted,2019-03-05,Tuesday,Statistics,Masters,3.9,160,170,5
"University Of Californa, Los Angeles (UCLA)",25 Mar 2019,Wait listed,2019-03-25,Monday,Statistics,PhD,NA,NA,NA,NA
Northwestern University,24 Mar 2019,Wait listed,2019-03-22,Friday,Statistics,PhD,NA,NA,NA,NA
Harvard Graduate School Of Arts And Sciences,24 Mar 2019,Accepted,2019-02-21,Thursday,Statistics,PhD,NA,NA,NA,NA
North Carolina State University,24 Mar 2019,Accepted,2019-03-20,Wednesday,Statistics,Masters,NA,NA,NA,NA
UC RIVERSIDE,24 Mar 2019,Accepted,2019-03-22,Friday,Statistics,Masters,NA,NA,NA,NA
University Of Toronto,23 Mar 2019,Other,2019-03-23,Saturday,Statistics,PhD,NA,NA,NA,NA
Oxford University,23 Mar 2019,Accepted,2019-03-22,Friday,Statistics,PhD,4,0,167,0
"University Of Californa, Los Angeles (UCLA)",22 Mar 2019,Wait listed,2019-03-23,Saturday,Statistics,PhD,NA,NA,NA,NA
"University Of California, Los Angeles",22 Mar 2019,Wait listed,2019-03-22,Friday,Statistics,PhD,NA,NA,NA,NA
Wharton - University Of Pennsylvania,22 Mar 2019,Rejected,2019-03-22,Friday,Statistics,PhD,NA,NA,NA,NA
"University Of Nevada, Reno",22 Mar 2019,Accepted,2019-03-21,Thursday,Statistics And Data Science,PhD,3.78,146,164,3
University Of Pennsylvania,22 Mar 2019,Rejected,2019-03-22,Friday,Statistics,PhD,3.91,166,162,5.5
"University Of Californa, Los Angeles (UCLA)",22 Mar 2019,Rejected,2019-03-22,Friday,Statistics,Masters,NA,NA,NA,NA
Johns Hopkins University,22 Mar 2019,Rejected,2019-03-22,Friday,Applied Mathematics And Statistics,Masters,NA,NA,NA,NA
University Of Michigan,22 Mar 2019,Other,2019-03-22,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,22 Mar 2019,Other,2019-03-22,Friday,Statistics,PhD,NA,NA,NA,NA
"University Of Californa, Los Angeles (UCLA)",21 Mar 2019,Accepted,2019-03-21,Thursday,Statistics,Masters,NA,NA,NA,NA
NYU Steinhardt,21 Mar 2019,Accepted,2019-03-06,Wednesday,Applied Statistics For Social Science Research,Masters,NA,NA,NA,NA
UC RIVERSIDE,21 Mar 2019,Accepted,2019-03-21,Thursday,Statistics,Masters,NA,NA,NA,NA
University Of Toronto,21 Mar 2019,Accepted,2019-03-21,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Toronto,21 Mar 2019,Other,2019-03-21,Thursday,Statistics,PhD,NA,NA,NA,NA
Johns Hopkins University,21 Mar 2019,Other,2019-03-21,Thursday,Statistics,PhD,NA,NA,NA,NA
Duke University,21 Mar 2019,Rejected,2019-03-18,Monday,Statistics,Masters,NA,NA,NA,NA
Loyola University Chicago,21 Mar 2019,Accepted,2019-03-20,Wednesday,Applied Statistics,Masters,3.46,151,153,4
Florida State University (FSU),21 Mar 2019,Accepted,2019-03-21,Thursday,Statistics,PhD,NA,NA,NA,NA
Virginia Tech,21 Mar 2019,Accepted,2019-03-18,Monday,Statistics,PhD,NA,161,167,4
Florida State University (FSU),21 Mar 2019,Accepted,2019-03-20,Wednesday,Statistics,Masters,3.32,149,162,3.5
University Of Maryland Baltimore County,21 Mar 2019,Accepted,2019-03-21,Thursday,Statistics,PhD,3.37,160,166,4
UMass-Amherst,21 Mar 2019,Other,2019-03-21,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,21 Mar 2019,Other,2019-03-21,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,21 Mar 2019,Other,2019-03-21,Thursday,Statistics,PhD,NA,NA,NA,NA
Florida State University (FSU),20 Mar 2019,Accepted,2019-03-21,Thursday,Statistics,PhD,NA,NA,NA,NA
Northwestern University,20 Mar 2019,Rejected,2019-03-20,Wednesday,Statistics,PhD,NA,NA,NA,NA
Johns Hopkins University,20 Mar 2019,Other,2019-03-20,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Toronto,20 Mar 2019,Accepted,2019-03-20,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,20 Mar 2019,Other,2019-03-20,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,20 Mar 2019,Other,2019-03-20,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,20 Mar 2019,Other,2019-03-20,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of New Mexico,20 Mar 2019,Accepted,2019-02-27,Wednesday,Statistics,PhD,NA,NA,NA,NA
Colorado State University,20 Mar 2019,Rejected,2019-03-20,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,20 Mar 2019,Wait listed,2019-03-20,Wednesday,Statistics,PhD,NA,NA,NA,NA
"University Of Nevada, Reno",20 Mar 2019,Rejected,2019-03-20,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,19 Mar 2019,Other,2019-03-20,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Virginia,19 Mar 2019,Wait listed,2019-03-19,Tuesday,Statistics,Masters,NA,NA,NA,NA
Colorado State University,19 Mar 2019,Other,2019-03-19,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Wisconsin - Madison,19 Mar 2019,Other,2019-03-19,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,19 Mar 2019,Other,2019-03-19,Tuesday,Statistics,PhD,NA,NA,NA,NA
Baylor University,19 Mar 2019,Accepted,2019-03-19,Tuesday,Statistics,PhD,NA,NA,NA,NA
Regina,19 Mar 2019,Accepted,2019-03-09,Saturday,Statistics,Masters,NA,NA,NA,NA
Florida State University (FSU),19 Mar 2019,Other,2019-03-19,Tuesday,Statistics,Masters,NA,NA,NA,NA
Johns Hopkins University,19 Mar 2019,Accepted,2019-03-18,Monday,Statistics,Masters,NA,NA,NA,NA
University Of Virginia,19 Mar 2019,Wait listed,2019-03-18,Monday,Statistics,Masters,NA,NA,NA,NA
University Of Michigan,19 Mar 2019,Other,2019-03-19,Tuesday,Statistics,PhD,NA,NA,NA,NA
North Carolina State University,19 Mar 2019,Accepted,2019-03-18,Monday,Statistics,Masters,3.32,149,162,3.5
University Of Nevada Reno,19 Mar 2019,Other,2019-03-19,Tuesday,Statistics,PhD,NA,NA,NA,NA
Ohio State University,18 Mar 2019,Accepted,2019-03-15,Friday,Statistics,PhD,3.92,152,170,3.5
"University Of California, Davis",18 Mar 2019,Rejected,2019-03-19,Tuesday,Statistics,PhD,3.92,152,170,3.5
University College London (UCL),18 Mar 2019,Rejected,2019-03-19,Tuesday,Computational Statistics And Machine Learning,Masters,NA,NA,NA,NA
University Of Michigan,18 Mar 2019,Other,2019-03-18,Monday,Statistics,PhD,NA,NA,NA,NA
"University Of Nevada, Reno",18 Mar 2019,Other,2019-03-18,Monday,Statistics,PhD,NA,NA,NA,NA
"University Of California, Davis",18 Mar 2019,Rejected,2019-03-18,Monday,Statistics,PhD,4,144,162,4.5
"University Of California, Davis",18 Mar 2019,Rejected,2019-03-18,Monday,Statistics,PhD,NA,NA,NA,NA
Columbia University,18 Mar 2019,Other,2019-03-18,Monday,Statistics,Masters,NA,NA,NA,NA
University Of Georgia,18 Mar 2019,Other,2019-03-18,Monday,Statistics,Masters,3.71,162,167,3.5
Duke University,18 Mar 2019,Wait listed,2019-03-18,Monday,Statistics,Masters,NA,NA,NA,NA
NCSU (North Carolina State University),18 Mar 2019,Other,2019-03-18,Monday,Statistics,Masters,NA,NA,NA,NA
Duke University,18 Mar 2019,Rejected,2019-03-18,Monday,Statistics,Masters,3.9,160,170,0
Duke University,18 Mar 2019,Rejected,2019-03-18,Monday,Statistics,Masters,NA,NA,NA,NA
"University Of California, Berkeley",18 Mar 2019,Accepted,2019-03-05,Tuesday,Statistics,Masters,3.5,162,166,6
"University Of California, Davis",17 Mar 2019,Accepted,2019-03-15,Friday,Statistics,PhD,NA,NA,NA,NA
"University Of California, Davis",17 Mar 2019,Accepted,2019-03-18,Monday,Statistics,PhD,NA,NA,NA,NA
"University Of Massachusetts, Amherst",17 Mar 2019,Other,2019-03-17,Sunday,Statistics,PhD,3.37,160,166,4
University Of Washington,17 Mar 2019,Rejected,2019-03-14,Thursday,Statistics,PhD,3.91,166,162,5.5
UC RIVERSIDE,17 Mar 2019,Rejected,2019-03-15,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Minnesota,16 Mar 2019,Other,2019-03-16,Saturday,Statistics,PhD,NA,NA,NA,NA
UC RIVERSIDE,15 Mar 2019,Rejected,2019-03-14,Thursday,Applied Statistics,PhD,NA,NA,NA,NA
University Of New Mexico,15 Mar 2019,Accepted,2019-02-27,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Chicago,15 Mar 2019,Other,2019-03-15,Friday,Statistics,PhD,3.95,168,168,5
Stony Brook University (SUNY),15 Mar 2019,Accepted,2019-03-15,Friday,Applied Mathematics With Statistics And Quantitative Finance Concentration,Masters,3.35,147,170,4
University Of Michigan,15 Mar 2019,Other,2019-03-15,Friday,Applied Statistics,Masters,NA,NA,NA,NA
University Of Michigan,15 Mar 2019,Wait listed,2019-03-06,Wednesday,Applied Statistics,Masters,NA,NA,NA,NA
"University Of California, Los Angeles",15 Mar 2019,Accepted,2019-03-15,Friday,Statistics,Masters,3.66,168,165,5
McGill University,15 Mar 2019,Rejected,2019-02-01,Friday,Statistics,Masters,NA,NA,NA,NA
University Of Chicago,15 Mar 2019,Rejected,2019-03-12,Tuesday,Statistics,PhD,3.92,170,170,5
Columbia University,15 Mar 2019,Rejected,2019-03-14,Thursday,Statistics,PhD,3.92,170,170,5
UC Davis,15 Mar 2019,Accepted,2019-03-14,Thursday,Statistics,PhD,NA,NA,NA,NA
NYU Stern,15 Mar 2019,Rejected,2019-03-13,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,14 Mar 2019,Other,2019-03-15,Friday,Statistics,PhD,NA,NA,NA,NA
Columbia University,14 Mar 2019,Rejected,2019-03-14,Thursday,Statistics,PhD,4,166,170,4.5
University Of Virginia,14 Mar 2019,Wait listed,2019-03-14,Thursday,Statistics,Masters,3.35,147,170,4
Columbia University,14 Mar 2019,Rejected,2019-03-14,Thursday,Statistics,PhD,NA,161,170,3
University Of Michigan,14 Mar 2019,Other,2019-03-14,Thursday,Applied Statistics,Masters,NA,NA,NA,NA
Columbia University,14 Mar 2019,Rejected,2019-03-14,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Washington,14 Mar 2019,Rejected,2019-03-14,Thursday,Statistics,PhD,3.97,164,170,4.5
University Of Michigan,14 Mar 2019,Wait listed,2019-03-14,Thursday,Applied Statistics,Masters,NA,NA,NA,NA
Columbia University,14 Mar 2019,Rejected,2019-03-14,Thursday,Statistics,PhD,3.97,164,170,4.5
Columbia University,14 Mar 2019,Rejected,2019-03-14,Thursday,Statistics,PhD,NA,NA,NA,NA
Columbia University,14 Mar 2019,Rejected,2019-03-14,Thursday,Statistics,PhD,3.8,168,170,5.5
Columbia University,14 Mar 2019,Rejected,2019-03-14,Thursday,Statistics,PhD,NA,NA,NA,NA
NYU Stern,14 Mar 2019,Rejected,2019-03-14,Thursday,Statistics,PhD,NA,NA,NA,NA
McGill University,13 Mar 2019,Other,2019-03-14,Thursday,Statistics,Other,NA,NA,NA,NA
University Of Chicago,13 Mar 2019,Rejected,2019-03-13,Wednesday,Statistics,PhD,NA,NA,NA,NA
NYU Stern,13 Mar 2019,Rejected,2019-03-14,Thursday,Statistics,PhD,NA,NA,NA,NA
New York University,13 Mar 2019,Rejected,2019-03-14,Thursday,Statistics,PhD,3.92,152,170,3.5
Columbia University,13 Mar 2019,Accepted,2019-03-13,Wednesday,Statistics,Masters,3.73,155,170,4
Texas A & M University (TAMU),13 Mar 2019,Accepted,2019-03-13,Wednesday,Statistics,PhD,NA,NA,NA,NA
Florida State University (FSU),13 Mar 2019,Accepted,2019-03-13,Wednesday,Statistics,PhD,3.46,161,170,4.5
Texas A&M University,13 Mar 2019,Other,2019-03-13,Wednesday,Statistics,PhD,NA,NA,NA,NA
York University (Canada),13 Mar 2019,Accepted,2019-03-13,Wednesday,Mathematics And Statistics,Masters,NA,NA,NA,NA
NYU Stern,13 Mar 2019,Rejected,2019-03-13,Wednesday,Statistics,PhD,NA,0,160,0
Georgia State,13 Mar 2019,Accepted,2019-03-13,Wednesday,Mathematics With Statistics Concentration,Masters,NA,NA,NA,NA
New York University ( NYU),13 Mar 2019,Rejected,2019-03-13,Wednesday,Statistics,PhD,NA,NA,NA,NA
Columbia University,13 Mar 2019,Other,2019-03-13,Wednesday,Statistics,Masters,NA,NA,NA,NA
North Carolina State University (NCSU),13 Mar 2019,Accepted,2019-03-13,Wednesday,Statistics,PhD,NA,NA,NA,NA
Columbia University,13 Mar 2019,Accepted,2019-03-12,Tuesday,Statistics,Masters,NA,NA,NA,NA
University Of Chicago,13 Mar 2019,Rejected,2019-03-13,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Chicago,13 Mar 2019,Rejected,2019-03-12,Tuesday,Statistics,PhD,NA,NA,NA,NA
Texas A&M University,12 Mar 2019,Other,2019-03-13,Wednesday,Statistics,PhD,NA,NA,NA,NA
Columbia University,12 Mar 2019,Accepted,2019-03-12,Tuesday,Statistics,Masters,3.3,152,170,3
University Of Chicago,12 Mar 2019,Rejected,2019-03-13,Wednesday,Statistics,PhD,NA,161,170,3
University Of Nebraska At Lincoln,12 Mar 2019,Accepted,2019-03-12,Tuesday,Statistics,PhD,3.85,156,161,4.5
NCSU (North Carolina State University),12 Mar 2019,Wait listed,2019-02-06,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Florida,12 Mar 2019,Accepted,2019-02-14,Thursday,Statistics,PhD,NA,152,168,4
Texas A & M University (TAMU),12 Mar 2019,Other,2019-03-12,Tuesday,Statistics,PhD,NA,NA,NA,NA
Ohio State University,11 Mar 2019,Accepted,2019-03-12,Tuesday,Applied Statistics,Masters,3.7,159,167,5.5
University Of Washington,11 Mar 2019,Accepted,2019-03-07,Thursday,Statistics,PhD,4,166,170,4.5
University Of Oxford,11 Mar 2019,Accepted,2019-03-11,Monday,Statistics,Masters,NA,NA,NA,NA
Carleton University,11 Mar 2019,Accepted,2019-03-07,Thursday,Statistics,Masters,NA,NA,NA,NA
"University Of California, Berkeley",11 Mar 2019,Rejected,2019-02-22,Friday,Statistics,PhD,NA,NA,NA,NA
Stanford University,11 Mar 2019,Rejected,2019-02-06,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Washington,11 Mar 2019,Rejected,2019-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
Cornell University,11 Mar 2019,Wait listed,2019-03-01,Friday,Statistics,PhD,NA,NA,NA,NA
"University of Illinois, Urbana-Champaign",11 Mar 2019,Accepted,2019-03-11,Monday,Statistics,Masters,NA,NA,NA,NA
Arizona State University,11 Mar 2019,Accepted,2019-01-15,Tuesday,Statistics,PhD,NA,NA,NA,NA
"University Of California, Irvine",11 Mar 2019,Accepted,2019-01-29,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of British Columbia,11 Mar 2019,Rejected,2019-03-11,Monday,Statistics,Masters,NA,NA,NA,NA
University Of British Columbia,11 Mar 2019,Rejected,2019-03-11,Monday,Statistics,Masters,NA,NA,NA,NA
Johns Hopkins University,11 Mar 2019,Rejected,2019-03-10,Sunday,Statistics,PhD,NA,NA,NA,NA
Carnegie Mellon University,11 Mar 2019,Rejected,2019-03-11,Monday,Applied Statistics,Masters,NA,NA,NA,NA
UC Santa Cruz,11 Mar 2019,Accepted,2019-03-07,Thursday,Statistics,PhD,3.58,154,162,3.5
University Of Guelph,11 Mar 2019,Accepted,2019-03-08,Friday,Statistics,Masters,NA,NA,NA,NA
Johns Hopkins University,11 Mar 2019,Rejected,2019-03-11,Monday,Applied Mathematics And Statistics,PhD,NA,NA,NA,NA
NCSU (North Carolina State University),11 Mar 2019,Other,2019-03-11,Monday,Statistics,PhD,NA,NA,NA,NA
NCSU (North Carolina State University),11 Mar 2019,Accepted,2019-02-01,Friday,Statistics,PhD,NA,170,163,5
Stanford University,11 Mar 2019,Accepted,2019-03-11,Monday,Statistics,Masters,NA,NA,NA,NA
Johns Hopkins University,10 Mar 2019,Rejected,2019-03-10,Sunday,Applied Mathematics And Statistics,PhD,NA,NA,NA,NA
Stanford University,10 Mar 2019,Accepted,2019-03-08,Friday,Statistics: Data Science,Masters,NA,NA,NA,NA
Johns Hopkins University,10 Mar 2019,Rejected,2019-03-10,Sunday,Applied Mathematics And Statistics,PhD,4,144,162,4.5
Johns Hopkins University,10 Mar 2019,Rejected,2019-03-10,Sunday,Applied Mathematics And Statistics,PhD,4,144,162,4.5
Johns Hopkins University,10 Mar 2019,Rejected,2019-03-10,Sunday,Applied Mathematics And Statistics,PhD,NA,NA,NA,NA
Johns Hopkins University,10 Mar 2019,Rejected,2019-03-10,Sunday,Applied Mathematics And Statistics,PhD,NA,NA,NA,NA
Johns Hopkins University,10 Mar 2019,Rejected,2019-03-10,Sunday,Statistics,PhD,NA,NA,NA,NA
Johns Hopkins University,10 Mar 2019,Rejected,2019-03-10,Sunday,Statistics,PhD,NA,NA,NA,NA
Johns Hopkins University,10 Mar 2019,Rejected,2019-03-10,Sunday,Statistics,PhD,NA,NA,NA,NA
McGill University,10 Mar 2019,Other,2019-03-10,Sunday,Statistics,Masters,NA,NA,NA,NA
University Of Texas At Austin,10 Mar 2019,Rejected,2019-03-08,Friday,Statistics,PhD,3.91,167,168,4
Iowa State University,10 Mar 2019,Rejected,2019-03-10,Sunday,Statistics,PhD,3.92,166,170,4
University Of Texas At Austin,9 Mar 2019,Rejected,2019-03-08,Friday,Statistics,PhD,NA,NA,NA,NA
Stanford University,9 Mar 2019,Rejected,2019-03-08,Friday,"Statistics, Data Science Track",Masters,3.9,167,169,4.5
Stanford University,9 Mar 2019,Rejected,2019-03-09,Saturday,Statistics: Data Science,Masters,NA,151,170,3.5
University Of Delaware,9 Mar 2019,Accepted,2019-03-04,Monday,Statistics,Masters,NA,NA,NA,NA
American University,8 Mar 2019,Accepted,2019-03-08,Friday,"Biostatistics, Statistics",Masters,NA,NA,NA,NA
Stanford University,8 Mar 2019,Rejected,2019-03-09,Saturday,Statistics: Data Science,Masters,NA,NA,NA,NA
University Of Oxford,8 Mar 2019,Accepted,2019-03-08,Friday,Statistics,Masters,NA,NA,NA,NA
Stanford University,8 Mar 2019,Rejected,2019-03-09,Saturday,Statistics,Masters,NA,NA,NA,NA
Stanford University,8 Mar 2019,Rejected,2019-03-09,Saturday,Statistics: Data Science,Masters,3.68,165,166,4
Iowa State University,8 Mar 2019,Accepted,2019-03-09,Saturday,Statistics,PhD,NA,NA,NA,NA
Stanford University,8 Mar 2019,Rejected,2019-03-09,Saturday,Statistics - Data Science,Masters,4,162,170,0
Indiana University Bloomington,8 Mar 2019,Accepted,2019-03-07,Thursday,Statistics,PhD,NA,168,161,0
University Of Alberta,8 Mar 2019,Rejected,2019-03-08,Friday,Statistics,PhD,NA,NA,NA,NA
Iowa State University,8 Mar 2019,Accepted,2019-03-08,Friday,Statistics,PhD,NA,161,170,3
