institution,date_added,decision,decision_date,decision_day,program,degree,gpa,gre_verbal,gre_quant,gre_awa
Warren Wilson,11 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
University Of Washington (Seattle),11 Mar 2018,Wait listed,2018-03-11,Sunday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
University Of Iowa (IWW),11 Mar 2018,Rejected,2018-03-10,Saturday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
University Of Oxford,11 Mar 2018,Accepted,2018-03-11,Sunday,English MSt,Masters,NA,NA,NA,NA
Iowa Writers Workshop,10 Mar 2018,Rejected,2018-03-10,Saturday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
Indiana University (Bloomington),10 Mar 2018,Rejected,2018-03-10,Saturday,(English,PhD,NA,NA,NA,NA
UC Riverside (UCR),10 Mar 2018,Accepted,2018-03-10,Saturday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of Washington (Seattle),10 Mar 2018,Wait listed,2018-03-10,Saturday,(English) - Creative Writing Poetry MFA,Other,NA,NA,NA,NA
Umass Amherst,10 Mar 2018,Other,2018-03-10,Saturday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Iowa Writers Workshop,10 Mar 2018,Rejected,2018-03-10,Saturday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Oregon,10 Mar 2018,Rejected,2018-03-09,Friday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
Columbia College Chicago,10 Mar 2018,Accepted,2018-03-06,Tuesday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
George Mason University,10 Mar 2018,Accepted,2018-02-08,Thursday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
University Of Iowa (IWW),10 Mar 2018,Rejected,2018-03-10,Saturday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
"University Of East Anglia, Norwich, UK",10 Mar 2018,Accepted,2018-03-09,Friday,(English),PhD,NA,NA,NA,NA
UNC Wilmington (UNCW),10 Mar 2018,Other,2018-03-05,Monday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
UNC Wilmington (UNCW),10 Mar 2018,Other,2018-03-05,Monday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
Columbia University,10 Mar 2018,Accepted,2018-03-10,Saturday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Columbia Chicago,10 Mar 2018,Accepted,2018-03-10,Saturday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
UC Irvine,10 Mar 2018,Accepted,2018-03-10,Saturday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
Mills College,10 Mar 2018,Accepted,2018-03-09,Friday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
University Of Oregon,10 Mar 2018,Rejected,2018-03-10,Saturday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Alaska - Fairbanks,10 Mar 2018,Accepted,2018-03-10,Saturday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Columbia University (GSAS),10 Mar 2018,Accepted,2018-03-09,Friday,(English) - Creative Writing Poetry MFA,Other,NA,NA,NA,NA
Mills College,10 Mar 2018,Accepted,2018-03-10,Saturday,(English) - Creative Writing Poetry MFA,Other,NA,NA,NA,NA
Cambridge University,10 Mar 2018,Accepted,2018-02-21,Wednesday,English Criticism And Culture,PhD,NA,NA,NA,NA
University Of North Dakota (UND),10 Mar 2018,Accepted,2018-03-10,Saturday,(English),PhD,NA,NA,NA,NA
Portland State Univeristy,10 Mar 2018,Accepted,2018-03-02,Friday,English/Creative Writing (CNF),Other,NA,NA,NA,NA
Oregon State University,10 Mar 2018,Rejected,2018-03-09,Friday,English/Creative Writing (CNF),Other,NA,NA,NA,NA
Emerson College,10 Mar 2018,Accepted,2018-03-10,Saturday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Florida State University,10 Mar 2018,Rejected,2018-03-10,Saturday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
Iowa Sate University,10 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Poetry MFA,Other,NA,NA,NA,NA
UNC Wilmington (UNCW),10 Mar 2018,Accepted,2018-03-02,Friday,(English) - Creative Writing Poetry MFA,Other,NA,NA,NA,NA
Emory University,10 Mar 2018,Rejected,2018-03-10,Saturday,(English,PhD,NA,NA,NA,NA
University Of Illinois At Urbana-Champaign,10 Mar 2018,Other,2018-03-10,Saturday,(English) -,PhD,NA,NA,NA,NA
Iowa Writers Workshop,10 Mar 2018,Rejected,2018-03-09,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Iowa (IWW),9 Mar 2018,Rejected,2018-03-01,Thursday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
University Of Oregon,9 Mar 2018,Rejected,2018-03-09,Friday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
Iowa Writers Workshop,9 Mar 2018,Rejected,2018-03-09,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Iowa (IWW),9 Mar 2018,Rejected,2018-03-09,Friday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
University Of Oregon,9 Mar 2018,Rejected,2018-03-09,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Oregon,9 Mar 2018,Rejected,2018-03-09,Friday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
University Of Oregon,9 Mar 2018,Rejected,2018-03-09,Friday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
University Of Oregon,9 Mar 2018,Rejected,2018-03-09,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Indiana University Bloomington,9 Mar 2018,Wait listed,2018-03-09,Friday,(English) - Creative Writing Poetry,Other,3.74,162,150,4.5
Brandeis Graduate School Of Arts,9 Mar 2018,Rejected,2018-03-09,Friday,(English),Masters,4,161,146,4.5
University Of Colorada-Boulder,9 Mar 2018,Wait listed,2018-03-09,Friday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
JHU (Johns Hopkins University),9 Mar 2018,Rejected,2018-03-09,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Emory University,9 Mar 2018,Rejected,2018-03-09,Friday,(English),PhD,NA,NA,NA,NA
University Of Washington (Seattle),9 Mar 2018,Wait listed,2018-03-07,Wednesday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
St Marys College Of California,9 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
Oregon State University,9 Mar 2018,Rejected,2018-03-08,Thursday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of Iowa (IWW),9 Mar 2018,Wait listed,2018-03-09,Friday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
University Of British Columbia (UBC Vancouver),9 Mar 2018,Rejected,2018-03-09,Friday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
"University Of Kentucky, Lexington",9 Mar 2018,Rejected,2018-03-09,Friday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
(SUNY) Stony Brook,9 Mar 2018,Rejected,2018-03-09,Friday,(English),PhD,NA,NA,NA,NA
University Of Alaska - Fairbanks,9 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
"University Of Colorado, Boulder",9 Mar 2018,Wait listed,2018-03-09,Friday,(English) - Creative Writing Fiction,Masters,3.97,164,135,4.5
Northeastern,9 Mar 2018,Rejected,2018-03-07,Wednesday,(English,PhD,NA,NA,NA,NA
University Of North Carolina - UNC Chapel Hill,9 Mar 2018,Accepted,2018-03-09,Friday,(English),PhD,NA,NA,NA,NA
University Of Oxford,9 Mar 2018,Accepted,2018-03-09,Friday,(English,PhD,NA,NA,NA,NA
University Of Oxford,9 Mar 2018,Rejected,2018-03-08,Thursday,(English),PhD,NA,NA,NA,NA
University Of Cambridge,9 Mar 2018,Accepted,2018-03-07,Wednesday,(English),PhD,NA,NA,NA,NA
University Of Iowa,9 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
Emerson College,9 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
"UCSD (University Of California, San Diego)",9 Mar 2018,Wait listed,2018-03-09,Friday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
Emerson College,9 Mar 2018,Accepted,2018-03-09,Friday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
Oregon State University (Corvallis),9 Mar 2018,Rejected,2018-03-09,Friday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of Texas At Austin (Michener),9 Mar 2018,Rejected,2018-03-08,Thursday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
University Of Montana - Missoula,9 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
Emerson College,9 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
University Of Leeds,9 Mar 2018,Accepted,2018-03-06,Tuesday,(English),PhD,NA,NA,NA,NA
New Mexico State University (NMSU),8 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
"University Of Colorado, Boulder",8 Mar 2018,Accepted,2018-03-07,Wednesday,(English),Masters,NA,NA,NA,NA
University Of Texas At Austin (Michener),8 Mar 2018,Rejected,2018-03-08,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Emerson College (fiction),8 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Michener Center For Writers (University Of Texas),8 Mar 2018,Rejected,2018-03-08,Thursday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
University Of Iowa,8 Mar 2018,Rejected,2018-03-08,Thursday,English Literature,Masters,3.65,155,150,4.5
University Of California San Diego (UCSD),8 Mar 2018,Rejected,2018-03-07,Wednesday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
Oregon State University,8 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
Western Washington (WWU),8 Mar 2018,Accepted,2018-03-08,Thursday,English,Masters,NA,NA,NA,NA
Emerson College,8 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
Michener Center For Writers (University Of Texas),8 Mar 2018,Other,2018-03-08,Thursday,(English) - Creative Writing,Other,NA,NA,NA,NA
JHU (Johns Hopkins University),8 Mar 2018,Other,2018-03-08,Thursday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
Emerson College,8 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
Emerson College,8 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Fiction MFA,Other,NA,NA,NA,NA
University Of Texas Michener Center,8 Mar 2018,Rejected,2018-03-08,Thursday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
University Of New Hampshire (UNH),8 Mar 2018,Wait listed,2018-03-08,Thursday,(English) - Literary And Cultural Studies,PhD,NA,NA,NA,NA
University Of Toronto,8 Mar 2018,Rejected,2018-03-07,Wednesday,(English),Masters,NA,NA,NA,NA
University Of Toronto,8 Mar 2018,Accepted,2018-02-27,Tuesday,(English),PhD,NA,NA,NA,NA
University Of Oxford,8 Mar 2018,Rejected,2018-03-08,Thursday,English,PhD,NA,NA,NA,NA
University Of Oxford,8 Mar 2018,Rejected,2018-03-08,Thursday,MSt World Literatures In English,Masters,NA,NA,NA,NA
University Of Iowa,8 Mar 2018,Rejected,2018-03-08,Thursday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of Texas At Austin (Michener),8 Mar 2018,Rejected,2018-03-08,Thursday,(English) - Creative Writing Poetry,Other,3.74,162,150,4.5
JHU (Johns Hopkins University),8 Mar 2018,Other,2018-03-08,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
UT Austin / Michener Center For Writers,8 Mar 2018,Rejected,2018-03-08,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Oxford,8 Mar 2018,Rejected,2018-03-08,Thursday,(English),PhD,NA,NA,NA,NA
University Of Iowa,8 Mar 2018,Rejected,2018-03-08,Thursday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of Oxford,8 Mar 2018,Rejected,2018-03-08,Thursday,English 1900-Present,Masters,NA,NA,NA,NA
University Of Iowa (IWW),8 Mar 2018,Rejected,2018-03-08,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Oxford,8 Mar 2018,Rejected,2018-03-08,Thursday,MSt World Literatures In English,Masters,NA,NA,NA,NA
University Of Oxford,8 Mar 2018,Rejected,2018-03-08,Thursday,English 1900-Present,Masters,NA,NA,NA,NA
George Washington University,8 Mar 2018,Wait listed,2018-03-07,Wednesday,English,PhD,NA,NA,NA,NA
New School,8 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Portland State University (PSU),8 Mar 2018,Accepted,2018-03-06,Tuesday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
UNC Greensboro (UNCG),8 Mar 2018,Accepted,2018-03-06,Tuesday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
UC San Diego,8 Mar 2018,Rejected,2018-03-08,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
George Washington University (CCAS),8 Mar 2018,Rejected,2018-03-07,Wednesday,(English),PhD,NA,NA,NA,NA
UC San Diego (UCSD),8 Mar 2018,Rejected,2018-03-08,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Johns Hopkins (Writing Seminars),8 Mar 2018,Rejected,2018-03-08,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Washington State University - Pullman,8 Mar 2018,Wait listed,2018-03-07,Wednesday,English,PhD,NA,NA,NA,NA
George Washington - GWU,8 Mar 2018,Rejected,2018-03-07,Wednesday,(English),PhD,NA,NA,NA,NA
University Of Oxford,8 Mar 2018,Accepted,2018-03-02,Friday,English MSt (English And American Studies),Masters,NA,NA,NA,NA
Brandeis Univeristy,8 Mar 2018,Rejected,2018-03-06,Tuesday,(English),PhD,3.98,163,151,5.5
Johns Hopkins,8 Mar 2018,Other,2018-03-08,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Houston (UH),8 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
"University Of Colorado, Boulder",8 Mar 2018,Accepted,2018-03-07,Wednesday,(English),Masters,3.98,163,151,5.5
University Of Oxford (UK),8 Mar 2018,Accepted,2018-02-28,Wednesday,English (Medieval),Masters,NA,NA,NA,NA
University Of Miami,8 Mar 2018,Wait listed,2018-03-07,Wednesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of North Carolina Charlotte (UNCC),8 Mar 2018,Accepted,2018-03-08,Thursday,(English),Masters,NA,NA,NA,NA
New School Of Public Engagement,8 Mar 2018,Accepted,2018-03-07,Wednesday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
New School,8 Mar 2018,Accepted,2018-03-07,Wednesday,(English) - Creative Writing Poetry,Other,3.45,151,150,5
Columbia University,8 Mar 2018,Accepted,2018-02-28,Wednesday,(English) - Creative Writing Nonfiction (CNF),Other,3.45,151,150,5
University Of Oxford,8 Mar 2018,Rejected,2018-03-08,Thursday,English (1550-1700),Masters,NA,NA,NA,NA
University Of Texas At Austin (Michener),8 Mar 2018,Rejected,2018-03-08,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
CU Boulder,8 Mar 2018,Accepted,2018-03-08,Thursday,(English) - Literary And Cultural Studies,Masters,NA,NA,NA,NA
City University Of New York (CUNY Hunter),8 Mar 2018,Accepted,2018-02-26,Monday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of Toronto,8 Mar 2018,Rejected,2018-03-07,Wednesday,English Literature,Masters,NA,NA,NA,NA
Iowa Sate University,8 Mar 2018,Accepted,2018-03-07,Wednesday,(English) - Literature,Masters,NA,NA,NA,NA
Northeastern University (NEU),8 Mar 2018,Accepted,2018-03-07,Wednesday,English Literature,PhD,NA,NA,NA,NA
Michener Center For Writers (University Of Texas),7 Mar 2018,Wait listed,2018-03-07,Wednesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Texas Austin (Michener Center),7 Mar 2018,Rejected,2018-03-07,Wednesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Texas At Austin (Michener Center),7 Mar 2018,Rejected,2018-03-07,Wednesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Texas At Austin (Michener),7 Mar 2018,Rejected,2018-03-07,Wednesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Texas At Austin (Michener Center),7 Mar 2018,Rejected,2018-03-07,Wednesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Montana- Missoula,7 Mar 2018,Accepted,2018-03-07,Wednesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
"UCSB (University Of California, Santa Barbara)",7 Mar 2018,Rejected,2018-03-07,Wednesday,English,PhD,4,160,137,3
Queens (Canada),7 Mar 2018,Accepted,2018-03-07,Wednesday,(English),Masters,NA,NA,NA,NA
U Of T,7 Mar 2018,Rejected,2018-03-07,Wednesday,(English),Masters,NA,NA,NA,NA
Boston College,7 Mar 2018,Accepted,2018-03-07,Wednesday,(English),Masters,NA,NA,NA,NA
Michigan State University (MSU),7 Mar 2018,Wait listed,2018-03-07,Wednesday,(English,PhD,NA,165,0,4.5
George Washington (GWU),7 Mar 2018,Wait listed,2018-03-07,Wednesday,English,PhD,NA,NA,NA,NA
"University Of Colorado, Boulder",7 Mar 2018,Accepted,2018-03-07,Wednesday,English Literature,Masters,NA,NA,NA,NA
(SUNY) Stony Brook,7 Mar 2018,Rejected,2018-03-07,Wednesday,(English),PhD,NA,NA,NA,NA
"University Of California, Santa Barbara (UCSB)",7 Mar 2018,Rejected,2018-03-07,Wednesday,(English),PhD,NA,NA,NA,NA
Boston College,7 Mar 2018,Accepted,2018-03-07,Wednesday,English,Masters,3.94,165,155,5
George Washington University (GWU),7 Mar 2018,Rejected,2018-03-07,Wednesday,English,PhD,3.63,164,152,4.5
University Of Missouri Kansas City (UMKC),7 Mar 2018,Accepted,2018-03-07,Wednesday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of Houston,7 Mar 2018,Rejected,2018-03-07,Wednesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Michener Center For Writers (University Of Texas),7 Mar 2018,Wait listed,2018-03-07,Wednesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
George Washington University,7 Mar 2018,Rejected,2018-03-07,Wednesday,English,PhD,NA,NA,NA,NA
Boston College,7 Mar 2018,Other,2018-03-07,Wednesday,English,PhD,NA,NA,NA,NA
University Of California Santa Barbara,7 Mar 2018,Rejected,2018-03-07,Wednesday,(English,PhD,NA,NA,NA,NA
UZH,7 Mar 2018,Accepted,2018-03-07,Wednesday,English Literature & English Linguistics,Masters,NA,NA,NA,NA
University Of Oxford,7 Mar 2018,Rejected,2018-03-07,Wednesday,English (1550-1700),Masters,NA,NA,NA,NA
University Of California Santa Barbara (UCSB),7 Mar 2018,Rejected,2018-03-07,Wednesday,(English),PhD,NA,NA,NA,NA
Lesley University,7 Mar 2018,Accepted,2018-03-07,Wednesday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
Iowa State University (ISU),7 Mar 2018,Accepted,2018-03-07,Wednesday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
UC Santa Barbara,7 Mar 2018,Rejected,2018-03-07,Wednesday,(English),PhD,NA,NA,NA,NA
University Of California Santa Barbara,7 Mar 2018,Rejected,2018-03-07,Wednesday,(English) -,PhD,3.63,164,152,4.5
University Of California Santa Barbara (UCSB),7 Mar 2018,Rejected,2018-03-07,Wednesday,English,PhD,NA,NA,NA,NA
Columbia University,7 Mar 2018,Accepted,2018-03-07,Wednesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Auburn University,7 Mar 2018,Accepted,2018-03-06,Tuesday,English - Creative Writing,Masters,NA,NA,NA,NA
Oregon State U,7 Mar 2018,Rejected,2018-03-07,Wednesday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
Boston College,7 Mar 2018,Accepted,2018-03-07,Wednesday,(English,Masters,3.75,166,143,5.5
(SUNY) Stony Brook,7 Mar 2018,Rejected,2018-03-07,Wednesday,English,PhD,NA,NA,NA,NA
CalArts (California Institute For Arts),7 Mar 2018,Accepted,2018-03-06,Tuesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
New School,7 Mar 2018,Accepted,2018-03-07,Wednesday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
University Of Utah,7 Mar 2018,Accepted,2018-03-06,Tuesday,(English)-Literature,PhD,NA,NA,NA,NA
Western Washington (WWU),7 Mar 2018,Accepted,2018-03-07,Wednesday,English,Masters,3.79,148,152,5
Boston College,7 Mar 2018,Accepted,2018-03-07,Wednesday,(English) -,Masters,NA,NA,NA,NA
St Marys College Of California,7 Mar 2018,Accepted,2018-03-07,Wednesday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
Portland State Univeristy,7 Mar 2018,Accepted,2018-03-05,Monday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
Florida Atlanic University,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Boston University,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English),PhD,3.75,166,153,5.5
University Of Arizona,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
New School,6 Mar 2018,Accepted,2018-03-06,Tuesday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
University Of Arizona,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of Florida (Gainesville),6 Mar 2018,Wait listed,2018-03-06,Tuesday,(English),PhD,NA,NA,NA,NA
University Of Florida (Gainesville),6 Mar 2018,Wait listed,2018-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Florida,6 Mar 2018,Wait listed,2018-03-06,Tuesday,(English),PhD,4,160,137,3
University Of South Carolina Carolina,6 Mar 2018,Wait listed,2018-02-14,Wednesday,English,PhD,4,160,137,3
University Of Wyoming - Laramie,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Wyoming,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Florida (Gainesville),6 Mar 2018,Wait listed,2018-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Wyoming,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
JHU (Johns Hopkins University),6 Mar 2018,Accepted,2018-03-06,Tuesday,(English) - Creative Writing,Other,NA,NA,NA,NA
University Of Arizona,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Florida (Gainesville),6 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Literature,PhD,NA,NA,NA,NA
University Of Arizona,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Creative Writing,Other,NA,NA,NA,NA
University Of Arizona,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of Arizona,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Creative Writing Poetry,Other,NA,NA,NA,NA
Johns Hopkins (Writing Seminars),6 Mar 2018,Rejected,2018-03-02,Friday,(English) - Creative Writing Poetry,Masters,NA,NA,NA,NA
University Of Kentucky,6 Mar 2018,Accepted,2018-03-06,Tuesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Kentucky,6 Mar 2018,Accepted,2018-03-06,Tuesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Arizona,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Arizona,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Virginia Polytechnic And State University (Virginia Tech),6 Mar 2018,Wait listed,2018-03-03,Saturday,(English) - Creative Writing Fiction,Masters,NA,NA,NA,NA
Indiana University (Bloomington),6 Mar 2018,Wait listed,2018-02-12,Monday,(English) - Literature,PhD,NA,NA,NA,NA
University Of Arizona,6 Mar 2018,Wait listed,2018-03-06,Tuesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Chicago,6 Mar 2018,Rejected,2018-03-06,Tuesday,"English, MAPH",Masters,NA,NA,NA,NA
JHU (Johns Hopkins University),6 Mar 2018,Wait listed,2018-03-06,Tuesday,(English) - Creative Writing,Other,NA,NA,NA,NA
University Of Kentucky,6 Mar 2018,Accepted,2018-03-06,Tuesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Wyoming - Laramie,6 Mar 2018,Wait listed,2018-03-06,Tuesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Idaho,6 Mar 2018,Accepted,2018-02-14,Wednesday,English,Masters,NA,NA,NA,NA
Oregon State University,6 Mar 2018,Accepted,2018-02-19,Monday,(English) - Literary And Cultural Studies,Masters,NA,NA,NA,NA
Portland State University (PDX),6 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Literature,Masters,NA,NA,NA,NA
University Of Oregon,6 Mar 2018,Rejected,2018-03-05,Monday,(English),PhD,NA,NA,NA,NA
New School (Public Engagement),6 Mar 2018,Accepted,2018-03-06,Tuesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Oxford University,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English) - Creative Writing MA,Masters,NA,NA,NA,NA
New School,6 Mar 2018,Accepted,2018-03-06,Tuesday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of New Orleans (UNO),6 Mar 2018,Accepted,2018-03-05,Monday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Chicago,6 Mar 2018,Accepted,2018-03-06,Tuesday,(English),Masters,NA,NA,NA,NA
Texas State - San Marcos,6 Mar 2018,Rejected,2018-03-05,Monday,(English) - Creative Writing,Other,NA,NA,NA,NA
University Of New Hampshire - Durham,6 Mar 2018,Accepted,2018-03-05,Monday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of Oregon,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English),PhD,NA,NA,NA,NA
University Of Oregon,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English,PhD,NA,NA,NA,NA
University Of New Orleans (UNO),6 Mar 2018,Accepted,2018-03-06,Tuesday,(English) - Creative Writing Fiction,Other,3.2,160,0,5
