institution,date_added,decision,decision_date,decision_day,program,degree,gpa,gre_verbal,gre_quant,gre_awa
University Of Oregon,6 Mar 2018,Rejected,2018-03-06,Tuesday,(English),PhD,NA,NA,NA,NA
University Of Chicago,6 Mar 2018,Accepted,2018-03-06,Tuesday,MAPH English,Masters,NA,NA,NA,NA
University Of Chicago,5 Mar 2018,Accepted,2018-03-05,Monday,English,Masters,3.75,157,161,5
University Of British Columbia (UBC Vancouver),5 Mar 2018,Wait listed,2018-03-05,Monday,(English),Masters,NA,NA,NA,NA
University Of Colorado Denver (CU Denver),5 Mar 2018,Accepted,2018-03-02,Friday,English Literature,Masters,3.9,0,0,4.5
Portland State University (PDX),5 Mar 2018,Accepted,2018-03-02,Friday,English Literature,Masters,3.9,0,0,4.5
University Of New Orleans (UNO),5 Mar 2018,Accepted,2018-03-05,Monday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Oklahoma(Norman),5 Mar 2018,Accepted,2018-03-05,Monday,(English) - Literature,Masters,NA,NA,NA,NA
UC Berkeley (UCB),5 Mar 2018,Rejected,2018-03-04,Sunday,(English,PhD,NA,NA,NA,NA
University Of Cincinnati,5 Mar 2018,Rejected,2018-03-05,Monday,(English) - Creative Writing Fiction,PhD,NA,NA,NA,NA
Bath Spa University,5 Mar 2018,Interview,2018-02-28,Wednesday,"English, MA In Creative Writing",Masters,NA,NA,NA,NA
Colorado State University (CSU),5 Mar 2018,Wait listed,2018-03-05,Monday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
McMaster University,5 Mar 2018,Accepted,2018-02-14,Wednesday,(English),Masters,NA,NA,NA,NA
University Of Western Ontario,5 Mar 2018,Accepted,2018-02-09,Friday,English,Masters,NA,NA,NA,NA
University Of Miami (FL),5 Mar 2018,Accepted,2018-03-05,Monday,(English),PhD,3.63,164,152,4.5
University Of Toronto,5 Mar 2018,Rejected,2018-03-05,Monday,(English) - Literary Studies,PhD,NA,NA,NA,NA
Brandeis,5 Mar 2018,Accepted,2018-03-05,Monday,(English) - Literature,Masters,3.97,164,146,5.5
University Of Western Ontario,5 Mar 2018,Rejected,2018-03-05,Monday,(English),PhD,NA,NA,NA,NA
University Of Washington (Seattle),5 Mar 2018,Wait listed,2018-03-05,Monday,(English),PhD,4,161,137,5
University Of Toronto,5 Mar 2018,Accepted,2018-03-05,Monday,(English,Masters,NA,NA,NA,NA
University Of Toronto,5 Mar 2018,Accepted,2018-03-05,Monday,(English,Masters,NA,NA,NA,NA
University Of British Columbia (UBC Vancouver),5 Mar 2018,Rejected,2018-02-22,Thursday,(English,PhD,NA,NA,NA,NA
"University Of Kentucky, Lexington",5 Mar 2018,Accepted,2018-03-05,Monday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Lehigh University,5 Mar 2018,Rejected,2018-03-05,Monday,(English,PhD,NA,NA,NA,NA
Georgetown University,5 Mar 2018,Accepted,2018-03-05,Monday,English,Masters,NA,NA,NA,NA
Georgetown University,5 Mar 2018,Accepted,2018-03-05,Monday,(English) - Literature,Masters,NA,NA,NA,NA
Boston University,5 Mar 2018,Rejected,2018-03-05,Monday,(English),PhD,NA,0,163,0
University Of British Columbia,5 Mar 2018,Other,2018-03-05,Monday,(English,Masters,4,160,150,5.5
Brandeis University,5 Mar 2018,Accepted,2018-03-05,Monday,(English) - Literature,Masters,NA,NA,NA,NA
SUNY Stony Brook,5 Mar 2018,Accepted,2018-03-05,Monday,(English) - Literature,PhD,3.5,168,141,5
University Of Wyoming,5 Mar 2018,Accepted,2018-03-02,Friday,(English),Masters,NA,NA,NA,NA
New York University ( NYU GSAS ),5 Mar 2018,Rejected,2018-03-05,Monday,(English),PhD,NA,NA,NA,NA
NYU New York University,5 Mar 2018,Rejected,2018-03-05,Monday,(English) - Literature,PhD,NA,NA,NA,NA
Penn State (Pennsylvania State University),5 Mar 2018,Rejected,2018-03-05,Monday,English,PhD,NA,NA,NA,NA
New York University (NYU),5 Mar 2018,Rejected,2018-03-05,Monday,English And American Literature,PhD,NA,NA,NA,NA
"Columbia, NYU",5 Mar 2018,Rejected,2018-03-05,Monday,(English),Masters,3.63,164,153,4.5
New York University,5 Mar 2018,Rejected,2018-03-05,Monday,(English),PhD,NA,NA,NA,NA
New York University (NYU GSAS),5 Mar 2018,Rejected,2018-03-05,Monday,(English,PhD,NA,NA,NA,NA
UC Santa Barbara (UCSB),5 Mar 2018,Rejected,2018-03-05,Monday,(English) - Literature,PhD,NA,NA,NA,NA
(CUNY) Graduate Center,5 Mar 2018,Rejected,2018-02-23,Friday,(English) - Literature,PhD,NA,NA,NA,NA
(Arizona State University) ASU,5 Mar 2018,Accepted,2018-03-05,Monday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Brooklyn College - CUNY,4 Mar 2018,Accepted,2018-03-04,Sunday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Nebraska - Lincoln,4 Mar 2018,Rejected,2018-03-01,Thursday,(English) - (rhet/comp Emphasis),Masters,NA,NA,NA,NA
University Of Utah,4 Mar 2018,Accepted,2018-03-04,Sunday,(English) - Comp/Rhet,Masters,NA,NA,NA,NA
"University Of Houstonversity Of Houston, University Of Texas-Austin, Baylor University",4 Mar 2018,Other,2018-03-04,Sunday,(English) - Creative Writing Fiction,PhD,NA,NA,NA,NA
University Of Vermont,4 Mar 2018,Accepted,2018-03-01,Thursday,English,Masters,NA,NA,NA,NA
"University Of Colorado, Boulder",4 Mar 2018,Rejected,2018-03-02,Friday,(English,PhD,NA,NA,NA,NA
Washington State University (WSU),4 Mar 2018,Accepted,2018-03-01,Thursday,English Rhetoric & Composition,PhD,NA,NA,NA,NA
University Of Iowa,4 Mar 2018,Other,2018-03-04,Sunday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of Toronto,4 Mar 2018,Rejected,2018-03-04,Sunday,(English) - Creative Writing Fiction,Masters,NA,NA,NA,NA
Rutgers Newark,3 Mar 2018,Accepted,2018-03-03,Saturday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Miami,3 Mar 2018,Accepted,2018-03-02,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
U Of Toronto,3 Mar 2018,Rejected,2018-03-03,Saturday,(English,PhD,NA,NA,NA,NA
Northeastern University (NEU),3 Mar 2018,Rejected,2018-02-28,Wednesday,(English,PhD,NA,NA,NA,NA
Lehigh University,3 Mar 2018,Rejected,2018-03-03,Saturday,(English),PhD,NA,NA,NA,NA
Northeastern University,3 Mar 2018,Accepted,2018-03-03,Saturday,(English) - Literature,Masters,NA,NA,NA,NA
Arizona State University,3 Mar 2018,Accepted,2018-03-02,Friday,English Literature,PhD,NA,NA,NA,NA
JHU (Johns Hopkins University),3 Mar 2018,Accepted,2018-03-03,Saturday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Maryland - College Park,3 Mar 2018,Accepted,2018-03-02,Friday,(English),Masters,NA,NA,NA,NA
University Of Tenn,3 Mar 2018,Accepted,2018-03-02,Friday,(English),Masters,NA,NA,NA,NA
Ohio University (Athens),3 Mar 2018,Accepted,2018-02-25,Sunday,(English) - (rhet/comp Emphasis),Masters,4,150,153,4
Michigan State University,3 Mar 2018,Wait listed,2018-03-03,Saturday,(English,Masters,NA,NA,NA,NA
Howard University,3 Mar 2018,Accepted,2018-03-02,Friday,(English),PhD,NA,NA,NA,NA
CUNY Graduate Center,3 Mar 2018,Rejected,2018-02-22,Thursday,English Litearture,PhD,NA,NA,NA,NA
Lehigh Univeristy,3 Mar 2018,Rejected,2018-03-03,Saturday,(English) - Literature,PhD,NA,NA,NA,NA
"Emerson College, Northeastern University",3 Mar 2018,Rejected,2018-02-15,Thursday,(English) - Literature,PhD,NA,NA,NA,NA
University Of North Carolina - Wilmington,3 Mar 2018,Wait listed,2018-03-02,Friday,(English) - Creative Writing Fiction,Other,3.96,159,152,6
Colorado State University (CSU),3 Mar 2018,Accepted,2018-03-03,Saturday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Washington (Seattle),3 Mar 2018,Rejected,2018-03-02,Friday,English Language And Linguistics,Other,NA,NA,NA,NA
University Of New Orleans (UNO),3 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Tennessee (Knoxville),3 Mar 2018,Accepted,2018-03-03,Saturday,English (rhet/comp),Masters,NA,NA,NA,NA
University Of Maryland College Park (UMD),3 Mar 2018,Accepted,2018-03-03,Saturday,English (rhet/comp Emphasis),Masters,NA,NA,NA,NA
University Of Maryland - College Park,3 Mar 2018,Accepted,2018-03-02,Friday,(English) - Literature,Masters,NA,NA,NA,NA
Vanderbilt University,3 Mar 2018,Rejected,2018-03-02,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Washington,3 Mar 2018,Rejected,2018-03-02,Friday,(English) - Literature,Other,NA,NA,NA,NA
New York University,3 Mar 2018,Other,2018-03-03,Saturday,English,PhD,NA,NA,NA,NA
New York Univeristy (NYU GSAS),3 Mar 2018,Other,2018-03-03,Saturday,English And American Literature,PhD,NA,NA,NA,NA
University Of Maryland - College Park (UMD),3 Mar 2018,Accepted,2018-03-03,Saturday,(English) - (rhet/comp Emphasis),Masters,NA,NA,NA,NA
University Of Vanderbilt,3 Mar 2018,Rejected,2018-03-03,Saturday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Tennessee (Knoxville),3 Mar 2018,Rejected,2018-03-03,Saturday,(English) - (rhet/comp Emphasis),Masters,NA,NA,NA,NA
West Virginia University,3 Mar 2018,Accepted,2018-02-14,Wednesday,(English) - Literary And Cultural Studies,Masters,NA,NA,NA,NA
New York Univeristy (NYU GSAS),3 Mar 2018,Other,2018-03-03,Saturday,(English),PhD,NA,NA,NA,NA
New York University ( NYU )versity,3 Mar 2018,Other,2018-03-03,Saturday,(English) - Literature,PhD,NA,NA,NA,NA
New York Univeristy (NYU GSAS),3 Mar 2018,Rejected,2018-03-03,Saturday,(English),PhD,NA,NA,NA,NA
Colorado State University,3 Mar 2018,Accepted,2018-03-03,Saturday,(English) - Literature,Masters,NA,NA,NA,NA
University Of Washington (Seattle),3 Mar 2018,Rejected,2018-03-03,Saturday,English Literature,PhD,NA,NA,NA,NA
Colorado State University (CSU),2 Mar 2018,Accepted,2018-03-02,Friday,(English) - Literature,Masters,3.65,155,150,4.5
University Of Washington (Seattle),2 Mar 2018,Rejected,2018-03-02,Friday,(English),PhD,NA,NA,NA,NA
University Of Washington (Seattle),2 Mar 2018,Rejected,2018-03-02,Friday,(English),PhD,NA,NA,NA,NA
University Of Washington (Seattle),2 Mar 2018,Rejected,2018-03-02,Friday,(English,Masters,NA,NA,NA,NA
State University Of New York (SUNY) At Stony Brook,2 Mar 2018,Accepted,2018-03-02,Friday,(English) - Literature,PhD,3.86,163,142,5
University Of Washington (Seattle),2 Mar 2018,Rejected,2018-03-02,Friday,(English),PhD,NA,NA,NA,NA
"McGill University (Montreal, Canada)",2 Mar 2018,Accepted,2018-03-02,Friday,(English),Masters,NA,NA,NA,NA
Vanderbilt University,2 Mar 2018,Rejected,2018-03-02,Friday,English,PhD,NA,NA,NA,NA
Vanderbilt University,2 Mar 2018,Rejected,2018-03-02,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Vanderbilt University,2 Mar 2018,Rejected,2018-03-02,Friday,(English,PhD,NA,NA,NA,NA
Johns Hopkins (Writing Seminars),2 Mar 2018,Other,2018-03-02,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Claremont Graduate University,2 Mar 2018,Accepted,2018-02-01,Thursday,English MA,Masters,NA,NA,NA,NA
Vanderbilt University,2 Mar 2018,Rejected,2018-03-02,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Virginia Polytechnic And State University (Virginia Tech),2 Mar 2018,Rejected,2018-03-02,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Oxford,2 Mar 2018,Accepted,2018-03-02,Friday,English And American Studies,Masters,NA,NA,NA,NA
Florida State University (FSU),2 Mar 2018,Wait listed,2018-03-02,Friday,(English) - Creative Writing Fiction,PhD,NA,NA,NA,NA
Howard University,2 Mar 2018,Accepted,2018-03-02,Friday,(English) - Literature,PhD,3.5,0,0,4.5
Florida State University,2 Mar 2018,Wait listed,2018-03-02,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Southern California (USC),2 Mar 2018,Accepted,2018-03-02,Friday,(English),PhD,4,161,137,5
McGill Univerisity,2 Mar 2018,Accepted,2018-03-02,Friday,(English),Masters,NA,NA,NA,NA
University Of North Carolina Wilmington (UNCW),2 Mar 2018,Wait listed,2018-03-02,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Florida State (FSU),2 Mar 2018,Wait listed,2018-03-02,Friday,(English) - Creative Writing Nonfiction (CNF),PhD,NA,NA,NA,NA
Claremont Graduate Univeresity,2 Mar 2018,Other,2018-03-02,Friday,English,Masters,3.67,161,147,5.5
Florida State (FSU),2 Mar 2018,Wait listed,2018-03-02,Friday,(English) - Creative Writing Nonfiction (CNF),PhD,NA,NA,NA,NA
University Of Cincinnati,2 Mar 2018,Rejected,2018-03-02,Friday,(English) - Creative Writing,PhD,4,165,140,4.5
"McGill University (Montreal, Canada)",2 Mar 2018,Accepted,2018-03-02,Friday,(English) - Literature,Masters,NA,NA,NA,NA
University Of Florida (Gainesville),2 Mar 2018,Accepted,2018-03-01,Thursday,(English),PhD,NA,NA,NA,NA
University Of Vermont (UVM),2 Mar 2018,Accepted,2018-03-02,Friday,English Literature,Masters,NA,NA,NA,NA
University Of North Carolina Wilmington (UNCW),2 Mar 2018,Accepted,2018-03-02,Friday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of Hawaii At Manoa,2 Mar 2018,Rejected,2018-03-02,Friday,(English),PhD,NA,NA,NA,NA
Colorado State Univesity,2 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
UC Santa Barbara,2 Mar 2018,Rejected,2018-03-02,Friday,English Litearture,PhD,NA,NA,NA,NA
Columbia University (GSAS),2 Mar 2018,Accepted,2018-02-28,Wednesday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Tennessee Knoxville,2 Mar 2018,Wait listed,2018-03-02,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
UC Santa Barbara (UCSB),2 Mar 2018,Rejected,2018-03-02,Friday,(English),PhD,NA,NA,NA,NA
University Of Tennessee Knoxville,2 Mar 2018,Accepted,2018-03-02,Friday,(English) - (rhet/comp Emphasis),Masters,4,161,154,5
NC State (NCSU),2 Mar 2018,Wait listed,2018-03-02,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Washington (Seattle),2 Mar 2018,Wait listed,2018-03-01,Thursday,English,PhD,NA,NA,NA,NA
Virginia Polytechnic And State University (Virginia Tech),2 Mar 2018,Rejected,2018-03-02,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Vermont (UVM),2 Mar 2018,Accepted,2018-03-02,Friday,English Literature,Masters,NA,NA,NA,NA
Florida International University (FIU),2 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Columbia Unievrsity,2 Mar 2018,Accepted,2018-03-02,Friday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
Florida Atlantic University (FAU),2 Mar 2018,Accepted,2018-02-28,Wednesday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
Washington State University (pullman),2 Mar 2018,Accepted,2018-03-01,Thursday,(English),PhD,NA,NA,NA,NA
Oregon State University (Corvallis),2 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of Vermont (UVM),2 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Literature,Masters,3.89,166,170,3.5
University Of Victoria,2 Mar 2018,Accepted,2018-03-02,Friday,(English,PhD,NA,NA,NA,NA
George Mason University (GMU),2 Mar 2018,Rejected,2018-03-02,Friday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
University Of Tennessee Knoxville,2 Mar 2018,Wait listed,2018-03-01,Thursday,English Rhetoric & Composition,PhD,NA,NA,NA,NA
Columbia University,2 Mar 2018,Accepted,2018-02-28,Wednesday,(English) - Creative Writing Fiction,Masters,NA,NA,NA,NA
Columbia University,2 Mar 2018,Accepted,2188-02-28,Thursday,(English) - Creative Writing Fiction,Masters,NA,NA,NA,NA
"University Of Colorado, Boulder",2 Mar 2018,Rejected,2018-03-02,Friday,(English,PhD,NA,NA,NA,NA
University Of Washington,2 Mar 2018,Wait listed,2018-03-02,Friday,English,PhD,NA,NA,NA,NA
(Arizona State University) ASU,1 Mar 2018,Wait listed,2018-03-01,Thursday,"English (Writing, Rhetorics, And Literacies)",PhD,NA,164,146,5.5
University Of New Orleans (UNO),1 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Creative Writing,Other,NA,NA,NA,NA
University Of Calgary,1 Mar 2018,Rejected,2018-03-01,Thursday,(English),PhD,NA,NA,NA,NA
(SUNY) Stony Brook,1 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Literary Studies,Masters,3.65,155,150,4.5
Southern Methodist University ( SMU ),1 Mar 2018,Interview,2018-02-23,Friday,English,PhD,NA,NA,NA,NA
CU Boulder,1 Mar 2018,Rejected,2018-03-01,Thursday,(English,PhD,NA,NA,NA,NA
Bucknell University,1 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Literary Studies,Masters,3.53,148,158,4
University Of New Orleans (UNO),1 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Creative WritingWriting,Other,NA,NA,NA,NA
McGill Univerisity,1 Mar 2018,Rejected,2018-02-22,Thursday,English Literature,Masters,3.75,160,0,5.5
Columbia College Chicago,1 Mar 2018,Accepted,2018-02-28,Wednesday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
Chapman University,1 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
UC Riverside,1 Mar 2018,Rejected,2018-03-01,Thursday,English PhD,PhD,NA,NA,NA,NA
University Of Oklahoma,1 Mar 2018,Wait listed,2018-03-01,Thursday,English (rhet/comp Emphasis),Masters,NA,NA,NA,NA
University Of New Orleans,1 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
UCR University Of California Riverside,1 Mar 2018,Wait listed,2018-03-01,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
UC Riverside (UCR),1 Mar 2018,Wait listed,2018-03-01,Thursday,(English),PhD,3.95,163,150,5
University Of Tennessee Knoxville (UTK),1 Mar 2018,Wait listed,2018-03-01,Thursday,(English) Rhet/Comp,PhD,4,162,145,5
Chapman Universitiy,1 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
Texas State University (San Marcos),1 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Chapman University,1 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
University Of Colorado Boulder,1 Mar 2018,Rejected,2018-03-01,Thursday,(English) - Literary Studies,Masters,NA,NA,NA,NA
Boston University,1 Mar 2018,Rejected,2018-03-01,Thursday,(English,PhD,NA,NA,NA,NA
University Of Tennessee - Knoxville,1 Mar 2018,Wait listed,2018-03-01,Thursday,English,PhD,NA,NA,NA,NA
(Arizona State University) ASU,1 Mar 2018,Wait listed,2018-03-01,Thursday,"English (Writing, Rhetoric, And Literacies)",PhD,NA,NA,NA,NA
University Of Tennessee Knoxville,1 Mar 2018,Wait listed,2018-03-01,Thursday,"English (Rhetoric, Writing, And Linguistics)",PhD,NA,NA,NA,NA
Lehigh University,1 Mar 2018,Wait listed,2018-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of Colorado Boulder,1 Mar 2018,Rejected,2018-03-01,Thursday,(English) - Literature,PhD,NA,NA,NA,NA
Washington University in St. Louis (WashU/WUSTL),1 Mar 2018,Other,2018-02-28,Wednesday,English,PhD,3.75,166,153,5.5
University Of Western Ontario,1 Mar 2018,Accepted,2018-03-01,Thursday,(English),PhD,NA,NA,NA,NA
University Of Oxford,1 Mar 2018,Accepted,2018-03-01,Thursday,English Literature (1700-1830) MSt,Masters,NA,NA,NA,NA
University Of Oxford,1 Mar 2018,Accepted,2018-03-01,Thursday,English Literature,Masters,NA,NA,NA,NA
Columbia College Chicago,1 Mar 2018,Accepted,2018-03-01,Thursday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
CU Boulder,1 Mar 2018,Rejected,2018-03-01,Thursday,(English) - Literature,Masters,NA,NA,NA,NA
Oregon State University,1 Mar 2018,Wait listed,2018-02-28,Wednesday,(English) - Creative Writing Nonfiction (CNF),Other,NA,NA,NA,NA
"University Of Colorado, Boulder",1 Mar 2018,Rejected,2018-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of Oxford,1 Mar 2018,Accepted,2018-03-01,Thursday,English MSt (1900-present Day),Masters,3.95,167,155,6
University Of Oxford,1 Mar 2018,Accepted,2018-03-01,Thursday,English Literature (1700-1830) MSt,Masters,NA,NA,NA,NA
University Of Oxford,1 Mar 2018,Accepted,2018-03-01,Thursday,MSt English (1700-1830),Masters,NA,NA,NA,NA
Texas Christian University,1 Mar 2018,Accepted,2018-03-01,Thursday,English (Rhetoric And Communication Design),PhD,NA,NA,NA,NA
UC Davis,1 Mar 2018,Rejected,2018-03-01,Thursday,(English) - Literature,PhD,NA,163,167,3
University Of Oxford,1 Mar 2018,Accepted,2018-03-01,Thursday,"English (1700-1830), Masters (F18)",Masters,NA,NA,NA,NA
Virginia Polytechnic And State University (Virginia Tech),1 Mar 2018,Wait listed,2018-03-01,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Virginia Polytechnic And State University (Virginia Tech),1 Mar 2018,Wait listed,2018-03-01,Thursday,(English) - Creative Writing Fiction,Other,NA,NA,NA,NA
Kent State University,1 Mar 2018,Accepted,2018-02-28,Wednesday,(English) - Literary And Cultural Studies,PhD,NA,NA,NA,NA
